station,dhp,codeTaxa
A05,18.7,BBPA
A05,33.8,BPGR
A06,21.2,AASA
A06,33.5,APST
A06,19.1,BABA
A06,15.1,BARU
A06,19.2,BBPA
A06,16.8,BPGR
A07,19.8,AASA
A07,28.7,BABA
A07,11.6,BBPA
A08,13.8,AASA
A08,11.2,BABA
A08,15.7,BARU
A08,33.5,BBPA
A09,24.5,AASA
A10,13.3,AASA
B01,17.4,BABA
B01,20.4,BBPA
B01,14.3,BTOC
B02,11.9,BABA
B02,13,BAPN
B02,15.2,BARU
B02,22,BBPA
B02,18.4,BPTR
B02,20.7,BTOC
B03,23.6,APST
B03,11.9,BABA
B03,12.3,BBPA
B03,18.1,BPGR
B04,13.7,AASA
B04,15.3,BARU
B04,23.6,BBPA
B04,30.1,BPGR
B05,28.4,AASA
B05,16.1,BARU
B05,16.2,BBPA
B06,21,AASA
B06,11.8,BARU
B06,13.5,BBPA
B07,24,AASA
B08,25.5,AASA
C01,14.5,APST
C01,11.2,BBPA
C02,19.4,APST
C02,13.2,BARU
C02,18.6,BBPA
C02,13.2,BPGR
C03,41.8,APST
C03,10.3,BABA
C03,10.7,BBPA
C03,17,BPGR
C04,14,BARU
C04,21.5,BBPA
C04,33.1,BPGR
C05,10.6,BAPN
C05,11.4,BARU
C05,19.7,BBPA
C05,30.2,BPGR
C06,26,AASA
C06,20.2,BBPA
C07,32.4,AASA
C07,18,BBPA
C08,17.8,AASA
C08,30.2,BBPA
D01,14.4,AASA
D01,16,BARU
D01,19.3,BBPA
D01,14.3,BTOC
D02,10.7,BABA
D02,18.5,BBPA
D02,33.1,BPGR
D03,11.5,BABA
D03,27.1,BARU
D03,18.8,BBPA
D03,29.7,BPGR
D04,10.5,AASA
D04,16,BABA
D04,14.2,BARU
D04,15.4,BBPA
D04,21.2,BPGR
D05,15.6,AASA
D05,15.1,BARU
D05,18.7,BBPA
D05,21.4,BPGR
D06,13.3,AASA
D06,13.1,BBPA
D06,28.6,BPGR
D07,16.2,AASA
D07,13.8,BAPN
D07,16.1,BARU
D07,27,BBPA
D07,21.9,BPGR
D08,23.7,AASA
D08,11.6,BAPN
D08,18.7,BBPA
E01,11,BABA
E01,13,BBPA
E01,26,BPGR
E02,10,BARU
E02,21.5,BBPA
E02,20,BPGR
E03,10.5,BARU
E03,18,BBPA
E04,10,BARU
E04,14,BBPA
E04,28,BPGR
E05,20,BABA
E05,11,BARU
E05,10,BBPA
E05,16.5,BPGR
E06,15,BABA
E06,13.5,BAPN
E06,10,BARU
E06,19.5,BBPA
E06,29.5,BPGR
E07,18,BARU
E07,11.5,BBAL
E07,10.5,BBPA
E07,37.5,BPGR
E08,11,AASA
E08,14.5,BAPN
E08,12,BBPA
A01,44.6,APST
A01,11.6,BABA
A01,10.5,BBPA
A01,23.3,BPGR
A01,13,BTOC
A02,12.7,BARU
A02,18,BBPA
A02,39.5,BPGR
A03,47.3,APST
A03,11.3,BABA
A03,10.7,BARU
A03,17.6,BBPA
A03,39,BPGR
A04,21.5,BARU
A04,21.6,BBPA
A05,14.6,AASA
A05,18.1,BARU
A05,24.8,BBPA
A06,13.2,AASA
A06,14.2,BBPA
A06,31,BPGR
A07,13.7,AASA
A07,29.6,BABA
A08,20.2,AASA
A08,10.4,BARU
A08,34.2,BBPA
A09,13.2,AASA
A10,15.2,AASA
B01,12.7,BABA
B01,20.6,BBPA
B01,20,BTOC
B02,17.5,BARU
B02,12.6,BBPA
B03,27,APST
B03,14.2,BABA
B03,24.9,BBPA
B03,15.9,BPGR
B04,18.2,AASA
B04,10.9,BARU
B04,10.9,BBPA
B04,13.1,BPGR
B05,19.4,AASA
B05,23.2,BBPA
B06,19.9,BARU
B06,16.6,BBPA
B07,20.3,AASA
B08,11,AASA
C01,33.8,APST
C01,15.2,BBPA
C02,20.1,APST
C02,17.9,BARU
C02,16.3,BBPA
C02,13.5,BPGR
C03,21.4,APST
C03,13.3,BABA
C03,14.5,BBPA
C03,13.1,BPGR
C04,15.2,BARU
C04,26.2,BBPA
C04,28.2,BPGR
C05,11.9,BARU
C05,18.7,BBPA
C05,29.8,BPGR
C06,32.2,AASA
C06,18.7,BBPA
C07,21.2,AASA
C07,30.2,BBPA
C08,15.4,AASA
C08,32.7,BBPA
D01,20.8,AASA
D01,15.1,BARU
D01,23.2,BBPA
D01,10.4,BTOC
D02,14.4,BABA
D02,10.4,BBPA
D02,37.4,BPGR
D03,16.1,BARU
D03,10.8,BBPA
D03,28.8,BPGR
D04,17.6,BABA
D04,10.2,BARU
D04,22,BBPA
D04,22.8,BPGR
D05,12.3,AASA
D05,17.4,BBPA
D06,11.6,AASA
D06,17.4,BBPA
D06,19,BPGR
D07,30,AASA
D07,16.6,BARU
D07,14.9,BBPA
D08,17.2,AASA
D08,21.6,BBPA
E01,21,BBPA
E01,28,BPGR
E02,16,BARU
E02,17,BBPA
E02,18.5,BPGR
E03,14,BARU
E03,22.5,BBPA
E04,11,BARU
E04,11.5,BBPA
E04,45,BPGR
E05,12,BABA
E05,13,BARU
E05,16.5,BBPA
E05,23,BPGR
E06,10.5,BABA
E06,12,BAPN
E06,12,BARU
E06,21,BBPA
E06,58,BPGR
E07,19,BARU
E07,19.5,BBAL
E07,27.5,BBPA
E08,44.5,AASA
E08,15,BAPN
E08,36,BBPA
A01,14.6,BABA
A01,11.7,BBPA
A01,22.5,BPGR
A01,16.7,BTOC
A02,14.1,BARU
A02,15,BBPA
A02,25.9,BPGR
A03,10.7,APST
A03,18.1,BARU
A03,23.4,BBPA
A03,14.6,BPGR
A04,18,BARU
A04,20.4,BBPA
A05,22.5,BBPA
A06,16,BBPA
A06,24.3,BPGR
A07,18.4,AASA
A07,13,BABA
A08,10.9,AASA
A08,14.8,BARU
A08,21,BBPA
A09,12.2,AASA
A10,12.2,AASA
B01,19.2,BBPA
B01,13.8,BTOC
B02,13.1,BARU
B02,26.5,BBPA
B03,36,APST
B03,16.6,BBPA
B03,14.2,BPGR
B04,16.7,AASA
B04,18,BARU
B04,17.7,BBPA
B04,10.4,BPGR
B05,15,AASA
B05,14.6,BBPA
B06,13.3,BARU
B06,11.8,BBPA
B07,16.5,AASA
B08,13.1,AASA
C01,10.1,APST
C01,12.5,BBPA
C02,39.4,APST
C02,10.8,BARU
C02,18.1,BBPA
C02,22.3,BPGR
C03,12,APST
C03,17.4,BBPA
C04,25.1,BARU
C04,15.5,BBPA
C04,33.6,BPGR
C05,13.5,BBPA
C05,33.1,BPGR
C06,14.4,AASA
C06,35.4,BBPA
C07,11.2,AASA
C07,14,BBPA
C08,17.4,AASA
C08,19.1,BBPA
D01,17.5,BARU
D01,18.2,BBPA
D01,19.6,BTOC
D02,10.2,BABA
D02,21.5,BBPA
D02,26.9,BPGR
D03,11.1,BARU
D03,23.9,BBPA
D03,23.8,BPGR
D04,15.2,BABA
D04,11.4,BARU
D04,11.3,BBPA
D04,28.6,BPGR
D05,11.3,BBPA
D06,14,BBPA
D06,30.4,BPGR
D07,10,AASA
D07,20.5,BARU
D07,33.2,BBPA
D08,11.7,AASA
D08,16.9,BBPA
E01,13,BBPA
E01,26,BPGR
E02,14,BARU
E02,15,BBPA
E02,18.5,BPGR
E03,21,BARU
E03,11.5,BBPA
E04,27.5,BARU
E04,13,BBPA
E04,46,BPGR
E05,15,BABA
E05,11.5,BARU
E05,12,BBPA
E06,12.5,BAPN
E06,13,BARU
E06,14,BBPA
E06,17,BPGR
E07,13,BARU
E07,13.5,BBAL
E07,27.5,BBPA
E08,22,AASA
E08,11,BAPN
E08,27,BBPA
A01,15.4,BABA
A01,14,BBPA
A01,15.3,BTOC
A02,10,BARU
A02,11,BBPA
A02,30.4,BPGR
A03,11.4,BBPA
A04,11.2,BARU
A04,20.4,BBPA
A05,18.2,BBPA
A06,18.5,BBPA
A06,21.8,BPGR
A07,14.3,AASA
A07,20.8,BABA
A08,14.5,AASA
A08,22,BARU
A09,21.5,AASA
A10,11.4,AASA
B01,17.3,BBPA
B01,7.7,BTOC
B02,33.3,BARU
B02,19.5,BBPA
B03,19.1,BBPA
B03,28,BPGR
B04,13,AASA
B04,14.7,BARU
B04,27.8,BBPA
B05,25.6,AASA
B05,19.7,BBPA
B06,17.6,BARU
B06,12.7,BBPA
B07,16.5,AASA
B08,18.1,AASA
C01,22,APST
C01,11.3,BBPA
C02,12,APST
C02,15.9,BARU
C02,17.9,BBPA
C02,20.7,BPGR
C03,29.1,APST
C03,13.7,BBPA
C04,11.5,BARU
C04,12.2,BBPA
C04,39.5,BPGR
C05,12.7,BBPA
C05,39.5,BPGR
C06,23,AASA
C06,18.8,BBPA
C07,27.9,AASA
C07,19.5,BBPA
C08,15.9,AASA
C08,19.3,BBPA
D01,10,BARU
D01,26.1,BBPA
D01,18.4,BTOC
D02,13.3,BABA
D02,15.3,BBPA
D02,23.8,BPGR
D03,14,BARU
D03,21.4,BBPA
D03,24.7,BPGR
D04,10,BARU
D04,21.3,BBPA
D04,26.4,BPGR
D05,25.2,BBPA
D06,17.5,BBPA
D06,30.1,BPGR
D07,19.8,AASA
D07,15.8,BARU
D07,11.3,BBPA
D08,11,AASA
D08,31.3,BBPA
E01,13,BBPA
E01,28,BPGR
E02,18,BARU
E02,21,BBPA
E02,24.5,BPGR
E03,28.5,BARU
E03,26,BBPA
E04,14.5,BARU
E04,13,BBPA
E05,16,BARU
E05,20.5,BBPA
E06,13,BAPN
E06,14,BARU
E06,10.5,BBPA
E06,12.5,BPGR
E07,26,BARU
E07,24.5,BBAL
E07,27,BBPA
E08,24,AASA
E08,24.5,BBPA
A01,12.8,BBPA
A01,10.7,BTOC
A02,16.6,BARU
A02,14,BBPA
A02,21.4,BPGR
A03,14.3,BBPA
A04,12.2,BARU
A04,17.4,BBPA
A05,22.6,BBPA
A06,10.7,BBPA
A06,29.6,BPGR
A07,23.1,AASA
A07,24.7,BABA
A08,23.9,AASA
A09,12.2,AASA
A10,14.5,AASA
B01,24.9,BBPA
B01,11.1,BTOC
B02,26.2,BARU
B02,14.3,BBPA
B03,19.5,BBPA
B03,17.5,BPGR
B04,10.2,BBPA
B05,28.4,AASA
B05,28.8,BBPA
B06,15,BARU
B06,19.2,BBPA
B07,18,AASA
B08,17,AASA
C01,34.7,APST
C01,17.8,BBPA
C02,15.3,APST
C02,10.1,BBPA
C02,22.5,BPGR
C03,34.4,APST
C03,17.8,BBPA
C04,26.8,BARU
C04,18.5,BBPA
C05,14.4,BBPA
C05,36.3,BPGR
C06,30.4,AASA
C06,18,BBPA
C07,40,AASA
C07,35.6,BBPA
C08,23.4,AASA
D01,14.2,BBPA
D01,12.1,BTOC
D02,20.9,BBPA
D02,42,BPGR
D03,20.3,BARU
D03,17.5,BBPA
D03,23.4,BPGR
D04,12.3,BARU
D04,18.2,BBPA
D05,15.6,BBPA
D06,12.1,BBPA
D06,27.2,BPGR
D07,22.3,AASA
D07,25.6,BARU
D07,26.3,BBPA
D08,20.5,AASA
D08,35.8,BBPA
E01,13,BBPA
E02,20,BARU
E02,15,BBPA
E02,18,BPGR
E03,16.5,BARU
E03,24,BBPA
E04,12,BARU
E04,18,BBPA
E05,10.5,BARU
E05,15,BBPA
E06,10,BAPN
E06,13.5,BARU
E06,23,BBPA
E07,10,BARU
E07,24,BBPA
E08,13.5,AASA
E08,21.5,BBPA
A01,11.2,BBPA
A01,12.8,BTOC
A02,20.5,BBPA
A02,25.5,BPGR
A03,15,BBPA
A04,21.1,BARU
A04,19.5,BBPA
A05,31.3,BBPA
A06,23.4,BBPA
A06,18.9,BPGR
A07,17.7,AASA
A07,19,BABA
A08,10.7,AASA
A09,17.5,AASA
A10,24.6,AASA
B01,25.2,BBPA
B01,15.9,BTOC
B02,12.6,BARU
B02,18.1,BBPA
B03,16,BBPA
B03,19.5,BPGR
B04,22.5,BBPA
B05,21.6,AASA
B05,22,BBPA
B06,14.3,BARU
B06,18.2,BBPA
B07,14.8,AASA
B08,21.5,AASA
C01,17.3,BBPA
C02,13.7,APST
C02,17.6,BBPA
C02,17,BPGR
C03,30,APST
C03,10.2,BBPA
C04,16.2,BBPA
C05,15.4,BBPA
C05,33.8,BPGR
C06,20.3,AASA
C06,22.4,BBPA
C07,21,AASA
C08,22.8,AASA
D01,22.7,BBPA
D01,13.5,BTOC
D02,16.2,BBPA
D02,31.2,BPGR
D03,10.2,BBPA
D04,11.5,BARU
D04,18.4,BBPA
D05,12.5,BBPA
D06,16.2,BBPA
D06,27,BPGR
D07,14.2,AASA
D07,18.2,BARU
D08,22.6,AASA
E01,20,BBPA
E02,18,BARU
E02,18,BBPA
E02,23,BPGR
E03,16.5,BARU
E03,21.5,BBPA
E04,14,BARU
E04,24,BBPA
E05,10,BBPA
E06,14.5,BAPN
E06,12,BARU
E06,20.5,BBPA
E07,19.5,BARU
E07,19,BBPA
E08,24,AASA
E08,29.5,BBPA
A01,12.9,BTOC
A02,15.2,BBPA
A02,20.7,BPGR
A03,13.5,BBPA
A04,15.2,BARU
A04,14.5,BBPA
A05,15.5,BBPA
A06,15.8,BBPA
A07,17.1,AASA
A07,27.3,BABA
A08,12.14,AASA
A09,35.9,AASA
A10,12.4,AASA
B01,19.5,BBPA
B01,13.5,BTOC
B02,20.4,BBPA
B03,15.5,BBPA
B03,20.6,BPGR
B04,23.1,BBPA
B05,25.2,BBPA
B06,11.2,BARU
B06,20.5,BBPA
B07,21.2,AASA
B08,10.3,AASA
C01,10.1,BBPA
C02,15.3,APST
C02,18.9,BBPA
C02,16.3,BPGR
C03,30.1,APST
C03,17.1,BBPA
C04,12.9,BBPA
C05,13.5,BBPA
C05,15.8,BPGR
C06,25.3,AASA
C06,18.8,BBPA
C07,16.8,AASA
C08,23,AASA
D01,16.3,BBPA
D01,14.2,BTOC
D02,14.3,BBPA
D02,26.4,BPGR
D03,13,BBPA
D04,16.4,BBPA
D05,11.7,BBPA
D06,11,BBPA
D06,24.6,BPGR
D07,11.2,AASA
D08,30.2,AASA
E01,14,BBPA
E02,33,BARU
E02,13.5,BBPA
E02,25,BPGR
E03,25,BBPA
E04,10,BARU
E04,33,BBPA
E05,13.5,BBPA
E06,11.5,BAPN
E06,17.5,BARU
E06,23,BBPA
E07,17,BARU
E07,11.5,BBPA
E08,16,AASA
E08,25,BBPA
A01,18.8,BTOC
A02,18.1,BBPA
A02,25.7,BPGR
A03,18.1,BBPA
A04,19.8,BARU
A04,22.8,BBPA
A05,31.5,BBPA
A06,24,BBPA
A07,15.3,AASA
A08,12.5,AASA
A09,10.9,AASA
A10,12,AASA
B01,19,BBPA
B01,12.8,BTOC
B02,23.1,BBPA
B03,17.9,BBPA
B04,20.4,BBPA
B05,20.2,BBPA
B06,12.3,BARU
B06,16.1,BBPA
B07,24.9,AASA
B08,24.1,AASA
C01,17.2,BBPA
C02,15.1,APST
C02,12.7,BBPA
C02,17.4,BPGR
C03,35,APST
C03,15.7,BBPA
C04,11.8,BBPA
C05,23.5,BPGR
C06,11.8,AASA
C06,25.8,BBPA
C07,24.5,AASA
C08,20.4,AASA
D01,17.4,BBPA
D01,11.5,BTOC
D02,12.1,BBPA
D02,24.2,BPGR
D03,13.5,BBPA
D04,20.4,BBPA
D05,12.5,BBPA
D06,18,BBPA
D06,31.2,BPGR
D07,13,AASA
D08,12.6,AASA
E01,17,BBPA
E02,14.5,BARU
E02,18,BBPA
E02,23,BPGR
E03,21,BBPA
E04,15.5,BARU
E04,23,BBPA
E05,10.5,BBPA
E06,12.5,BAPN
E06,20,BARU
E06,20,BBPA
E07,21,BARU
E07,32,BBPA
E08,13,AASA
E08,21.5,BBPA
A01,11.5,BTOC
A02,12.3,BBPA
A02,33.5,BPGR
A03,10.3,BBPA
A04,24.6,BARU
A04,21.1,BBPA
A05,10.5,BBPA
A06,21,BBPA
A07,11.9,AASA
A08,18.3,AASA
A09,20.5,AASA
A10,20.4,AASA
B01,11.8,BBPA
B01,20,BTOC
B02,28.2,BBPA
B03,19.9,BBPA
B04,20.3,BBPA
B05,24.1,BBPA
B06,17.7,BARU
B06,17.5,BBPA
B07,11.4,AASA
B08,11.6,AASA
C01,13.9,BBPA
C02,27.4,APST
C02,11.2,BBPA
C02,16.7,BPGR
C03,15,BBPA
C04,20,BBPA
C05,17.9,BPGR
C06,23,AASA
C06,20.9,BBPA
C07,10.4,AASA
C08,22.6,AASA
D01,16.1,BBPA
D01,18.2,BTOC
D02,26.8,BPGR
D03,12.2,BBPA
D04,11.3,BBPA
D05,13.3,BBPA
D06,12.5,BBPA
D07,25.7,AASA
D08,18.3,AASA
E02,17.5,BBPA
E02,17,BPGR
E03,13.5,BBPA
E04,10.5,BARU
E04,10.5,BBPA
E05,20.5,BBPA
E06,17,BBPA
E07,16,BBPA
E08,21.5,AASA
E08,11.5,BBPA
A01,17.6,BTOC
A02,10.9,BBPA
A02,32.3,BPGR
A03,10.3,BBPA
A04,14.6,BARU
A04,22.5,BBPA
A05,19.5,BBPA
A06,17.8,BBPA
A07,10.2,AASA
A08,22.4,AASA
A09,24,AASA
A10,13.2,AASA
B01,13,BBPA
B01,17.4,BTOC
B02,24.2,BBPA
B03,12.6,BBPA
B04,30.5,BBPA
B05,25.1,BBPA
B06,13.5,BARU
B06,17.3,BBPA
B07,13.5,AASA
B08,11.6,AASA
C01,18.4,BBPA
C02,19.7,APST
C02,23.7,BPGR
C03,16.6,BBPA
C04,17.8,BBPA
C05,26,BPGR
C06,15.8,AASA
C07,20.5,AASA
C08,24.6,AASA
D01,11.4,BBPA
D01,14,BTOC
D02,26.1,BPGR
D03,17.7,BBPA
D04,16.3,BBPA
D05,12.1,BBPA
D06,16.3,BBPA
D07,15.4,AASA
D08,20.7,AASA
E02,22.5,BBPA
E02,22.5,BPGR
E03,23.5,BBPA
E04,11.5,BARU
E04,11,BBPA
E06,16.5,BBPA
E07,12.5,BBPA
A01,16.1,BTOC
A02,12.2,BBPA
A03,16.4,BBPA
A04,14.6,BARU
A04,20.7,BBPA
A06,16.3,BBPA
A07,17,AASA
A08,10.3,AASA
A09,21.3,AASA
A10,21,AASA
B01,23.3,BBPA
B01,16.9,BTOC
B03,15.4,BBPA
B04,24.8,BBPA
B05,19.4,BBPA
B06,12.5,BARU
B06,30,BBPA
B07,31.5,AASA
B08,11.8,AASA
C01,10.4,BBPA
C02,30.5,APST
C02,27.1,BPGR
C03,10.5,BBPA
C04,23,BBPA
C05,25.4,BPGR
C06,20.4,AASA
C07,24.5,AASA
C08,16.9,AASA
D01,20,BBPA
D01,11,BTOC
D02,31.3,BPGR
D03,14.5,BBPA
D04,25.3,BBPA
D05,12.7,BBPA
D06,17.7,BBPA
D07,10,AASA
D08,21.7,AASA
E02,21,BBPA
E02,27,BPGR
E03,13.5,BBPA
E04,17,BARU
E04,27,BBPA
E06,20,BBPA
E07,14.5,BBPA
A01,20.1,BTOC
A02,15,BBPA
A03,11.1,BBPA
A04,27.8,BBPA
A06,16.2,BBPA
A07,11.5,AASA
A08,19.2,AASA
A09,14,AASA
A10,13,AASA
B01,19.9,BBPA
B01,12.2,BTOC
B03,11.5,BBPA
B06,16,BARU
B07,19,AASA
B08,17.7,AASA
C01,13.6,BBPA
C02,23.5,APST
C02,19.2,BPGR
C03,13.8,BBPA
C04,17,BBPA
C05,26.7,BPGR
C06,10.4,AASA
C07,10.7,AASA
C08,27.5,AASA
D01,10.3,BBPA
D01,12.4,BTOC
D02,31.3,BPGR
D03,17.5,BBPA
D04,12.3,BBPA
D05,16.5,BBPA
D07,12,AASA
D08,19.8,AASA
E02,16,BBPA
E02,30,BPGR
E03,25,BBPA
E04,11,BBPA
E06,15,BBPA
E07,25.5,BBPA
A01,12,BTOC
A02,23.1,BBPA
A03,10.9,BBPA
A04,15.1,BBPA
A06,20.4,BBPA
A07,15.4,AASA
A08,17.6,AASA
A09,10.2,AASA
A10,21.1,AASA
B01,21,BBPA
B01,16,BTOC
B06,14.7,BARU
B07,28.3,AASA
B08,21.2,AASA
C01,21,BBPA
C02,28.3,APST
C02,23.6,BPGR
C03,10.3,BBPA
C04,29.8,BBPA
C05,22.9,BPGR
C06,23.7,AASA
C07,20,AASA
C08,11.8,AASA
D01,23,BBPA
D01,23.5,BTOC
D03,13,BBPA
D04,15.3,BBPA
D05,11.7,BBPA
D07,12.1,AASA
D08,17.3,AASA
E02,22,BBPA
E02,30,BPGR
E03,28,BBPA
E04,17,BBPA
E06,16,BBPA
E07,24.5,BBPA
A01,17.4,BTOC
A03,19.3,BBPA
A06,12.9,BBPA
A07,17.9,AASA
A08,17.1,AASA
A09,11.5,AASA
A10,11.3,AASA
B01,17.5,BBPA
B01,19.3,BTOC
B06,14.9,BARU
B07,24.4,AASA
B08,16.9,AASA
C01,10.8,BBPA
C02,22.2,BPGR
C03,15.2,BBPA
C04,14.2,BBPA
C05,18.3,BPGR
C06,23.2,AASA
C07,17,AASA
C08,13.3,AASA
D01,15.2,BBPA
D01,19.8,BTOC
D04,14.1,BBPA
D07,15.2,AASA
D08,17.6,AASA
E02,11,BBPA
E02,24,BPGR
E03,16,BBPA
E04,13.5,BBPA
E06,18.5,BBPA
E07,17.5,BBPA
A01,11.7,BTOC
A03,22,BBPA
A07,12.1,AASA
A08,11,AASA
A09,10.5,AASA
A10,10,AASA
B01,17.5,BBPA
B01,15.2,BTOC
B07,31.5,AASA
B08,21.6,AASA
C01,10.6,BBPA
C02,22.5,BPGR
C03,10,BBPA
C04,15.7,BBPA
C06,13,AASA
C07,22,AASA
C08,11.2,AASA
D01,18.6,BBPA
D01,17.4,BTOC
D04,14.2,BBPA
D07,28.1,AASA
D08,15.6,AASA
E02,13.5,BBPA
E02,16,BPGR
E03,18,BBPA
E04,20,BBPA
A01,12.2,BTOC
A03,14,BBPA
A07,10.5,AASA
A09,13.6,AASA
A10,12.5,AASA
B01,18.8,BBPA
B01,17,BTOC
B07,18.8,AASA
B08,21.6,AASA
C01,16.4,BBPA
C02,27.4,BPGR
C03,12.9,BBPA
C04,14.4,BBPA
C06,19.4,AASA
C07,16.9,AASA
C08,26.5,AASA
D01,27.3,BBPA
D01,14.2,BTOC
D04,12.1,BBPA
D07,18.3,AASA
D08,28.4,AASA
E02,12.5,BBPA
E02,25.5,BPGR
E03,13.5,BBPA
E04,12,BBPA
A03,12.1,BBPA
A07,11.5,AASA
A09,13.5,AASA
A10,16.6,AASA
B01,20.4,BBPA
B01,13.6,BTOC
B07,20.4,AASA
B08,11.3,AASA
C02,26.5,BPGR
C03,12.6,BBPA
C04,16.8,BBPA
C06,10.1,AASA
C07,21.9,AASA
C08,19,AASA
D01,18,BBPA
D01,10.3,BTOC
D08,29.9,AASA
E02,24,BPGR
E03,14.5,BBPA
E04,16.5,BBPA
A03,12,BBPA
A07,22.6,AASA
A09,10.9,AASA
A10,15.5,AASA
B01,10.3,BBPA
B01,10.6,BTOC
B07,14,AASA
B08,23.6,AASA
C02,17,BPGR
C03,12.5,BBPA
C04,10,BBPA
C06,13,AASA
C07,22.5,AASA
