station,codeTaxa,couv
B03,MACA,0.5
B03,DICO,0.5
B03,COCA,3
B03,VINU,0.5
B03,ARNU,3
B03,GYDR,0.5
B03,PYEL,0.5
B03,COCO,3
B03,ACPE,10
B03,DILO,0.5
B03,DEOB,0.5
B03,LYBO,0.5
B03,VISP,0.5
B03,MOUN,0.5
B03,CLBO,0.5
B03,LYCL,0.5
B03,MEVI,0.5
B03,RURE,0.5
B03,KAAN,3
B03,EUMA,0.5
B03,COTR,3
B03,OCAC,0.5
B03,MIRE,0.5
B03,VAAN,0.5
B04,ACPE,20
B04,ARNU,3
B04,MACA,3
B04,MARA,3
B04,OCAC,3
B04,MEVI,3
B04,LYBO,3
B04,PTAQ,3
B04,TRUN,0.5
B04,PYEL,0.5
B04,CHUM,3
B04,CLBO,3
B04,COCA,3
B04,MIRE,0.5
B04,VISP,0.5
B04,HULU,0.5
B04,COCO,3
B04,VINU,0.5
B04,LYCL,0.5
B04,VAMY,0.5
B04,GAPR,0.5
B04,DEOB,0.5
B04,DRMA,0.5
B04,ACSP,0.5
B04,MOUN,0.5
B04,DILO,0.5
B04,TRER,0.5
B04,OSCL,0.5
B04,RIGL,0.5
B05,MARA,3
B05,MACA,0.5
B05,ARNU,3
B05,VISP,0.5
B05,DRMA,0.5
B05,OCAC,3
B05,LYBO,0.5
B05,CASP,0.5
B05,PTAQ,0.5
B05,EPHE,0.5
B05,ACPE,37.5
B05,DRIN,0.5
B05,THNO,0.5
B05,MIRE,0.5
B05,RUID,0.5
B05,DILO,0.5
B05,DRCA,0.5
B05,CLBO,0.5
B05,EUMA,0.5
B05,PLOR,0.5
B05,RIGL,0.5
B05,PYEL,0.5
B05,GAPR,0.5
B05,GASP,0.5
B05,MEVI,0.5
B06,PTAQ,0.5
B06,MARA,0.5
B06,PYEL,0.5
B06,LYBO,0.5
B06,ARNU,3
B06,MACA,0.5
B06,CASP,0.5
B06,EUMA,0.5
B06,VISP,0.5
B06,EPHE,0.5
B06,ACPE,3
B06,DILO,0.5
B06,OCAC,0.5
B06,DRIN,0.5
B06,DRMA,0.5
B06,HULU,0.5
B06,CHUM,0.5
B06,DEOB,0.5
B06,LOCA,0.5
B07,DEPU,10
B07,ARNU,10
B07,DICO,3
B07,TRER,0.5
B07,MACA,3
B07,OCAC,3
B07,POPU,3
B07,MARA,3
B07,ACPE,10
B07,DRMA,3
B07,PTAQ,0.5
B07,COCO,0.5
B07,LYCL,0.5
B07,LYBO,0.5
B07,PYEL,0.5
B07,VISP,0.5
B07,MEVI,0.5
B07,DEOB,0.5
B07,VINU,0.5
B07,RURE,0.5
B07,EPHE,0.5
B07,TRUN,0.5
B07,HULU,0.5
B07,SYCO,0.5
B07,POSP,0.5
B08,DEPU,10
B08,MACA,0.5
B08,VISP,3
B08,MEVI,0.5
B08,DICO,3
B08,DEOB,3
B08,HULU,0.5
B08,PTAQ,0.5
B08,TRER,0.5
B08,COCO,0.5
B08,PRSP,0.5
B08,ARHI,0.5
B08,CLBO,0.5
B08,ACPE,3
B08,CASP,0.5
B08,LYAN,3
B08,POPU,0.5
B08,STLA,0.5
B08,TRUN,0.5
B08,LYBO,0.5
B08,DRCA,0.5
C01,VAMY,0.5
C01,MACA,0.5
C01,LYBO,0.5
C01,GAPR,3
C01,PTAQ,3
C01,CHUM,0.5
C01,MOUN,0.5
C01,VINU,3
C01,CLBO,0.5
C01,DRMA,0.5
C01,ARNU,0.5
C01,VAMY,3
C01,EPRE,0.5
C01,DRIN,0.5
C01,DRCA,0.5
C01,PYEL,0.5
C01,ILMU,3
C01,COCA,0.5
C01,KAAN,0.5
C01,VISP,0.5
C01,ILVE,0.5
C01,AMSP,0.5
C01,UVSE,0.5
C01,CYAC,0.5
C01,DILO,0.5
C01,COCO,0.5
C01,EUMA,0.5
C01,SOAM,0.5
C01,ACPE,3
C02,COCO,0.5
C02,PTAQ,3
C02,ARNU,3
C02,VAMY,3
C02,MACA,0.5
C02,COCA,0.5
C02,KAAN,3
C02,LYBO,0.5
C02,VINU,0.5
C02,CLBO,0.5
C02,EPRE,0.5
C02,MIRE,0.5
C02,ILMU,0.5
C02,COTR,0.5
C02,CHUM,3
C02,AMSP,0.5
C02,CYAC,0.5
C02,DRIN,0.5
C02,DILO,0.5
C02,OCAC,0.5
C02,SOAM,0.5
C02,MOUN,0.5
C02,GAPR,0.5
C02,DEOB,0.5
C02,EPRE,20
C02,ACSP,0.5
C03,ACPE,10
C03,COCA,10
C03,GAPR,10
C03,MACA,0.5
C03,PTAQ,3
C03,KAAN,0.5
C03,VAAN,3
C03,CHUM,0.5
C03,ARNU,0.5
C03,AMSP,0.5
C03,MEVI,0.5
C03,DEOB,0.5
C03,MOUN,0.5
C03,LYBO,0.5
C03,PYEL,0.5
C03,RURE,0.5
C03,COCO,0.5
C03,VINU,0.5
C03,VAMY,0.5
C04,ARNU,3
C04,MEVI,3
C04,MACA,3
C04,ACPE,10
C04,PTAQ,3
C04,GAPR,0.5
C04,COCO,0.5
C04,MARA,0.5
C04,LYBO,0.5
C04,COCA,0.5
C04,VAMY,0.5
C04,CLBO,3
C04,VILA,0.5
C04,VISP,0.5
C04,CHUM,0.5
C04,LYCL,0.5
C04,DEOB,3
C04,MOUN,0.5
C04,AMSP,0.5
C04,RUPU,0.5
C04,VAAN,0.5
C04,LOCA,0.5
C04,TRUN,0.5
C04,VINU,3
C04,KAAN,0.5
C04,OCAC,0.5
C04,MIRE,0.5
C04,STLA,0.5
C05,COCO,0.5
C05,PTAQ,37.5
C05,GAPR,10
C05,CYAC,0.5
C05,ARNU,3
C05,LYBO,0.5
C05,CLBO,0.5
C05,ORSE,0.5
C05,VAAN,0.5
C05,COCA,0.5
C05,MACA,3
C05,CHUM,0.5
C05,LOCA,0.5
C05,LYCL,0.5
C05,AMSP,0.5
C05,DILO,0.5
C05,PYEL,0.5
C05,DRCA,0.5
C05,ACPE,62.5
C05,OCAC,0.5
C05,CASP,0.5
C05,DRIN,0.5
C05,DEOB,0.5
C05,MARA,0.5
C05,RURE,0.5
C05bis,ARNU,3
C05bis,LYCL,0.5
C05bis,DEOB,0.5
C05bis,PTAQ,0.5
C05bis,MACA,0.5
C05bis,MEVI,0.5
C05bis,GAPR,3
C05bis,OCAC,0.5
C05bis,LYBO,0.5
C05bis,AMSP,0.5
C05bis,COCO,3
C05bis,VAMY,0.5
C05bis,MARA,0.5
C05bis,LOCA,0.5
C05bis,VISP,0.5
C05bis,TRUN,0.5
C05bis,CLBO,0.5
C05bis,LYAN,0.5
C05bis,PLOR,0.5
C05bis,PRSP,0.5
C05bis,CHUM,0.5
C05bis,EPRE,0.5
C05bis,CYAC,0.5
C05bis,ACPE,62.5
C05bis,ORSE,0.5
C05bis,MOUN,0.5
C05bis,PYEL,0.5
C05bis,ILVE,0.5
C05bis,MIRE,0.5
C05bis,VINU,0.5
C05bis,DRCA,0.5
C05bis,CASP,0.5
C06,MACA,3
C06,ARNU,3
C06,EUMA,3
C06,PTAQ,10
C06,ACPE,37.5
C06,COCO,3
C06,CHUM,3
C06,CYAC,3
C06,MARA,3
C06,OCAC,0.5
C06,LOCA,0.5
C06,LYBO,3
C06,VISP,0.5
C06,PYEL,0.5
C06,COAL,0.5
C06,VAMY,0.5
C06,MIRE,0.5
C06,MEVI,0.5
C06,GAPR,3
C06,CLBO,0.5
C06,DEOB,0.5
C06,VINU,0.5
C06,AMSP,0.5
C06,TRUN,0.5
C06,DILO,0.5
C06,LYCL,0.5
C06,UVSE,0.5
C06,POPU,0.5
C06,KAAN,0.5
C07,LYAN,10
C07,MEVI,0.5
C07,PTAQ,3
C07,ARNU,3
C07,MACA,0.5
C07,EPHE,0.5
C07,EUMA,0.5
C07,CLBO,0.5
C07,LYBO,0.5
C07,COCO,0.5
C07,TRUN,0.5
C07,OCAC,0.5
C07,COAL,0.5
C07,ACPE,62.5
C07,DEOB,0.5
C07,MARA,0.5
C07,MOUN,0.5
C07,VISP,3
C07,PYEL,0.5
C07,PRSP,0.5
C07,LOCA,0.5
C07,POPU,0.5
C07,VINU,0.5
C07,PLOR,0.5
C08,MACA,3
C08,MEVI,3
C08,OCAC,0.5
C08,PTAQ,0.5
C08,ACPE,37.5
C08,ARNU,3
C08,VISP,0.5
C08,POPU,0.5
C08,MARA,0.5
C08,TRUN,0.5
C08,LYBO,0.5
C08,CHCA,0.5
C08,PYEL,0.5
C08,HULU,0.5
C08,DRIN,0.5
C08,PRSP,0.5
C08,DEOB,0.5
C08,COCO,0.5
C08,CLBO,0.5
C08,ANSP,0.5
C08,MOUN,0.5
C08,ARHI,0.5
C08,EPHE,0.5
C08,ORSE,0.5
C09,MEVI,0.5
C09,ARNU,3
C09,PTAQ,0.5
C09,LYBO,0.5
C09,MACA,0.5
C09,DEOB,0.5
C09,OCAC,0.5
C09,DRCA,3
C09,PRSP,0.5
C09,ACPE,10
C09,PYEL,0.5
C09,DRMA,0.5
C09,HULU,0.5
C09,STLA,0.5
C09,VISP,0.5
C09,TRER,0.5
C09,ACSP,0.5
C09,POPU,0.5
C09,COCO,0.5
C09,LOCA,0.5
C09,EUMA,0.5
C09,DEPU,0.5
C10,ATFI,0.5
C10,ARNU,3
C10,MACA,3
C10,PTAQ,0.5
C10,COCO,3
C10,ACPE,20
C10,LYAN,0.5
C10,MIRE,0.5
C10,OCAC,0.5
C10,MEVI,0.5
C10,LYBO,0.5
C10,PRSP,0.5
C10,RUPU,0.5
C10,VISP,3
C10,AMSP,0.5
C10,ORSE,0.5
C10,VINU,0.5
C10,CLBO,0.5
C10,PLOR,0.5
C10,DILO,0.5
C10,CASP,0.5
C10,COCA,0.5
C10,VILA,3
C10,MARA,0.5
C10,TRUN,0.5
C10,DRCA,0.5
D01,PTAQ,10
D01,CLBO,3
D01,ACPE,10
D01,COCO,3
D01,LYBO,10
D01,MACA,3
D01,VINU,20
D01,DILO,10
D01,ARNU,10
D01,VAMY,10
D01,CHUM,3
D01,GAPR,3
D01,OCAC,3
D01,KAAN,3
D01,RHGR,3
D01,MYGA,3
D01,CHCA,3
D01,ACSP,3
D01,GAHI,0.5
D01,OSCI,3
D01,DRIN,0.5
D01,COCA,3
D01,VISP,3
D01,LOCA,3
D01,ILVE,10
D01,AMSP,3
D01,EPRE,3
D01,EQSY,3
D01,PHCO,3
D01,CASP,0.5
D01,COTR,0.5
D02,ARNU,3
D02,RURE,0.5
D02,MACA,3
D02,LYBO,0.5
D02,CLBO,0.5
D02,VINU,3
D02,COCA,3
D02,PTAQ,3
D02,VAMY,3
D02,COAL,0.5
D02,CHUM,3
D02,MEVI,3
D02,EPRE,0.5
D02,LIBO,0.5
D02,MARA,3
D02,PYEL,0.5
D02,GAPR,3
D02,COCO,3
D02,LOCA,0.5
D02,KAAN,3
D02,DRCA,3
D02,DEOB,3
D02,STLA,0.5
D02,COTR,0.5
D02,ILVE,0.5
D02,AMSP,0.5
D02,TRUN,0.5
D02,EUMA,0.5
D02,ACPE,62.5
D02,ORSE,0.5
D03,COCA,10
D03,DEOB,3
D03,ACPE,20
D03,CLBO,3
D03,LYBO,3
D03,MACA,3
D03,MEVI,0.5
D03,PTAQ,10
D03,ARNU,3
D03,LIBO,3
D03,KAAN,3
D03,VAMY,3
D03,RURE,3
D03,VINU,10
D03,OCAC,3
D03,COTR,3
D03,MOUN,0.5
D03,AMSP,0.5
D03,OSCI,0.5
D03,COAL,0.5
D03,EPRE,0.5
D03,LYCL,0.5
D03,DRIN,0.5
D03,CHUM,0.5
D03,ARHI,0.5
D03,EUMA,0.5
D03,SOAM,0.5
D03,CYAC,0.5
D03,STLA,0.5
D04,DEOB,3
D04,ARNU,3
D04,PTAQ,3
D04,ACPE,20
D04,ACSP,3
D04,COCA,3
D04,MACA,3
D04,GAPR,3
D04,CLBO,3
D04,OCAC,3
D04,LYBO,3
D04,MEVI,3
D04,COCO,3
D04,ILMU,0.5
D04,VAMY,3
D04,CHUM,3
D04,KAAN,3
D04,LOCA,0.5
D04,LYAN,0.5
D04,DILO,3
D04,VAAN,3
D04,CYAC,0.5
D04,PYEL,0.5
D04,VINU,3
D04,LYCL,3
D04,COAL,0.5
D04,MOUN,0.5
D04,MIRE,0.5
D04,TRUN,0.5
D04,MARA,0.5
D04,EUMA,0.5
D04,ALIN,0.5
D05,DEOB,3
D05,MACA,20
D05,ARNU,10
D05,LYBO,10
D05,MIRE,3
D05,GAPR,20
D05,CHUM,3
D05,VAMY,10
D05,PTAQ,10
D05,OCAC,10
D05,PYEL,10
D05,RURE,0.5
D05,KAAN,0.5
D05,LYCL,0.5
D05,DILO,3
D05,VAAN,3
D05,CASP,0.5
D05,CLBO,3
D05,ACSP,3
D05,VISP,3
D05,HULU,0.5
D05,SYCO,0.5
D05,DRCA,0.5
D05,COCO,20
D05,COAL,3
D05,MARA,3
D05,VINU,3
D05,ACPE,10
D05,LOCA,3
D05,AMSP,0.5
D06,MACA,3
D06,ARNU,3
D06,PTAQ,3
D06,COCO,10
D06,ACPE,62.5
D06,AMSP,3
D06,LOCA,3
D06,VAAN,3
D06,CLBO,3
D06,LYBO,3
D06,CHUM,3
D06,DILO,3
D06,MARA,3
D06,MIRE,0.5
D06,VAMY,3
D06,ACSP,3
D06,CYAC,0.5
D06,OCAC,3
D06,ORSE,0.5
D06,VISP,3
D06,GORE,0.5
D06,LYCL,0.5
D06,DEOB,0.5
D06,POPU,0.5
D06,TRUN,0.5
D06,VINU,3
D06,SYCO,0.5
D06,PYEL,3
D07,HULU,10
D07,DEOB,3
D07,LYBO,10
D07,VISP,3
D07,MACA,10
D07,VILA,3
D07,COCA,10
D07,CLBO,10
D07,MEVI,10
D07,ARNU,10
D07,ACPE,10
D07,PYEL,3
D07,TRUN,10
D07,OCAC,10
D07,STLA,0.5
D07,GYDR,0.5
D07,COCO,10
D07,PTAQ,3
D07,LOCA,3
D07,COAL,3
D07,DRCA,3
D07,MOUN,0.5
D07,VAMY,3
D07,DILO,3
D07,DRIN,3
D07,CASP,0.5
D07,PRSP,0.5
D07,ACSP,3
D07,MARA,3
D08,COCO,3
D08,ACPE,37.5
D08,ARNU,3
D08,MEVI,3
D08,MACA,3
D08,DEOB,0.5
D08,STLA,3
D08,OCAC,3
D08,PYEL,3
D08,ATFI,3
D08,LYBO,3
D08,HULU,3
D08,COAL,3
D08,VILE,0.5
D08,CLBO,3
D08,POPU,0.5
D08,DRCA,3
D08,LOCA,0.5
D08,TRUN,0.5
D08,TRER,0.5
D08,PRSP,0.5
D08,RURE,0.5
D08,VISP,0.5
D08,COCA,0.5
D09,DEOB,3
D09,CLBO,3
D09,LOCA,3
D09,PTAQ,10
D09,ARNU,20
D09,ACPE,20
D09,MEVI,3
D09,DRIN,10
D09,MACA,3
D09,OCAC,3
D09,DEPU,20
D09,MARA,3
D09,COCO,37.5
D09,COCA,3
D09,HULU,3
D09,VISP,3
D09,ATFI,3
D09,CASP,0.5
D09,LYBO,3
D09,COAL,3
D10,PTAQ,3
D10,ARNU,3
D10,MACA,3
D10,DICO,3
D10,MEVI,0.5
D10,DRCA,3
D10,LYBO,3
D10,DRCA,3
D10,PYEL,3
D10,TRUN,0.5
D10,FACI,0.5
D10,DEOB,3
D10,LOCA,3
D10,VISP,3
D10,POPU,0.5
D10,CLBO,0.5
D10,COCO,3
D10,COAL,3
D10,MARA,0.5
D10,DILO,0.5
D10,ACPE,20
D10,COCA,0.5
D10,RUID,0.5
D10,TRER,0.5
E02,ARNU,3
E02,ACPE,20
E02,OSCI,3
E02,DILO,0.5
E02,MEVI,0.5
E02,LIBO,0.5
E02,KAAN,0.5
E02,COCA,0.5
E02,DEOB,0.5
E02,CLBO,0.5
E02,VAMY,0.5
E02,VISP,0.5
E02,MOUN,0.5
E02,COTR,0.5
E02,RUPU,0.5
E02,PRSP,0.5
E02,GAPR,0.5
E02,GAHI,0.5
E02,GYDR,0.5
E02,AMSP,0.5
E02,STLA,0.5
E02,CYAC,0.5
E02,CHUM,0.5
E02,COAL,0.5
E02,PTAQ,0.5
E02,OCAC,0.5
E02,LOCA,0.5
E02,PYEL,0.5
E02,VILA,3
E02,VINU,3
E02,PHCO,0.5
E02,ILVE,0.5
E02,COCO,3
E02,MACA,3
E02,EPRE,0.5
E03,ARNU,10
E03,MARA,0.5
E03,MACA,3
E03,VAAN,0.5
E03,COCO,3
E03,PTAQ,3
E03,DEOB,3
E03,DRCA,0.5
E03,ORSE,0.5
E03,OCAC,0.5
E03,LYBO,3
E03,CHUM,0.5
E03,TRUN,0.5
E03,VINU,0.5
E03,CLBO,0.5
E03,RURE,0.5
E03,MOUN,0.5
E03,VAMY,0.5
E03,COCA,0.5
E03,COAL,0.5
E03,EUMA,0.5
E03,HULU,0.5
E03,MEVI,0.5
E03,STLA,0.5
E03,DICO,3
E03,LOCA,0.5
E03,LYCL,0.5
E03,COTR,0.5
E03,ACSP,3
E03,ACPE,20
E04,PTAQ,0.5
E04,ARNU,3
E04,CLBO,3
E04,LYBO,3
E04,MACA,10
E04,DEOB,3
E04,MIRE,0.5
E04,OCAC,3
E04,TRUN,0.5
E04,CHUM,0.5
E04,LOCA,3
E04,VINU,0.5
E04,VAMY,0.5
E04,ACPE,62.5
E04,MOUN,0.5
E04,COAL,0.5
E04,VISP,0.5
E04,RURE,0.5
E04,COCO,10
E04,AMSP,0.5
E04,COCA,0.5
E04,CYAC,0.5
E04,COSE,0.5
E04,STLA,0.5
E04,PRSP,0.5
E04,PYEL,0.5
E04,MEVI,0.5
E05,ACPE,20
E05,COCO,10
E05,DILO,0.5
E05,ACSP,3
E05,ARNU,3
E05,MACA,0.5
E05,MEVI,0.5
E05,ORSE,0.5
E05,PTAQ,3
E05,AMSP,0.5
E05,VAAN,0.5
E05,VINU,0.5
E05,GAPR,0.5
E05,CLBO,0.5
E05,LYBO,0.5
E05,EPRE,0.5
E05,COTR,0.5
E05,CHUM,0.5
E05,COCA,0.5
E05,PRSP,0.5
E05,OCAC,0.5
E05,DRIN,0.5
E05,PLOR,0.5
E05,VAMY,0.5
E05,POPU,0.5
E05,LYCL,0.5
E05,MOUN,0.5
E05,KAAN,0.5
E05,ILVE,0.5
E06,CLBO,0.5
E06,MACA,0.5
E06,LYBO,0.5
E06,STLA,0.5
E06,OCAC,0.5
E06,LOCA,0.5
E06,VAMY,0.5
E06,MEVI,0.5
E06,MOUN,0.5
E06,COTR,0.5
E06,COAL,0.5
E06,RURE,0.5
E06,POPU,0.5
E06,MARA,0.5
E06,VISP,0.5
E06,MIRE,0.5
E06,HULU,0.5
E06,DILO,0.5
E06,PTAQ,0.5
E06,AMSP,0.5
E06,DRCA,0.5
E06,VINU,0.5
E06,VAAN,0.5
E06,KAAN,0.5
E06,LYCL,0.5
E06,ACPE,37.5
E06,ARNU,3
E06,COCO,3
E06,ACSP,3
E07,ACPE,62.5
E07,TRUN,3
E07,LIBO,3
E07,DEOB,3
E07,ARNU,3
E07,ACSP,0.5
E07,MACA,3
E07,OCAC,0.5
E07,MOUN,0.5
E07,CLBO,0.5
