station,codeTaxa,nombre
A01,THOC,7
A01,ABBA,2
A01,ACRU,2
A02,ACRU,37
A02,ABBA,1
A02,BEPA,1
A03,ACRU,94
A03,ABBA,7
A03,BEAL,3
A03,PIST,1
A04,ACRU,49
A04,FAGR,1
A04,ACSA,1
A04,ABBA,1
A05,ACSA,8
A05,ACRU,25
A05,BEPA,1
A06,ACRU,18
A06,POGR,3
A06,ABBA,5
A06,BEPA,1
A07,ACSA,41
A07,ACRU,44
A07,BEPA,1
A08,ACRU,59
A08,ACSA,23
A08,ABBA,1
A08,BEPA,5
A09,ACSA,29
A09,ACRU,1
A10,FAGR,5
A10,ACRU,2
A10,ACSA,2
A11,BEPA,3
A11,ACSA,13
A11,ACRU,3
B00,THOC,2
B00,ACRU,2
B00,PISP,1
B00,PIST,1
B00,ABBA,1
B00,ACSA,1
B00,POTR,1
B01,ACRU,106
B01,ABBA,2
B02,ACRU,25
B03,ACRU,46
B03,FAGR,3
B03,ACSA,3
B03,ABBA,5
B03,THOC,3
B04,ACSA,14
B04,ACRU,48
B05,ACSA,47
B05,ACRU,10
B06,ACSA,38
B06,ACRU,10
B07,ACSA,7
B07,ACRU,1
B07,BEPA,1
B08,ACSA,2
B08,ACRU,3
C01,ACRU,6
C02,ACRU,126
C02,THOC,2
C02,ABBA,3
C03,ACRU,64
C03,ACSA,1
C03,ABBA,3
C04,ACRU,73
C04,ABBA,1
C05,ACRU,92
C05,ABBA,1
C05,BEPA,3
C06,ACRU,89
C06,ACSA,15
C06,POGR,1
C06,BEPA,2
C06,ABBA,1
C07,ACSA,9
C07,ACRU,8
C08,ACSA,7
C08,BEPA,2
C09,ACSA,4
C09,ABBA,1
C10,ACRU,15
C10,POGR,2
C10,ACSA,1
D01,ACRU,13
D01,THOC,10
D01,ABBA,12
D01,ACSA,1
D02,ABBA,2
D02,ACRU,40
D02,FAGR,1
D02,ACSA,1
D02,PISP,1
D02,BEPA,2
D03,ACRU,53
D03,ABBA,1
D04,ACRU,102
D04,ABBA,3
D04,ACSA,3
D05,ACSA,17
D05,ACRU,81
D06,ACRU,77
D06,ACSA,6
D07,ACSA,37
D07,ACRU,4
D07,FAGR,4
D08,ACSA,22
D08,ACRU,15
D09,ACSA,15
D09,FAGR,1
D09,ACRU,1
D10,ACSA,13
D10,ACRU,1
E02,ACRU,71
E03,ACRU,76
E03,ACSA,6
E03,ABBA,1
E04,ACRU,85
E05,ACRU,97
E05,ABBA,11
E05,ACSA,5
E06,ACSA,32
E06,POGR,1
E06,ACRU,2
E07,ACSA,12
E07,ACRU,34
E07,ABBA,1
E07,BEAL,5
E07,POTR,3
E08,ACSA,29
E08,ACRU,13
E08,FAGR,3
E09,ACSA,42
E09,ACRU,38
E09,FAGR,4
E09,BEAL,1
E10,ACSA,39
E10,ACRU,15
