station,codeTaxa,dhp
A01,THOC,18
A01,THOC,10.6
A01,THOC,21.5
A01,ABBA,15.6
A01,THOC,18.3
A01,THOC,14.6
A01,THOC,17
A01,THOC,21.5
A01,THOC,23.5
A01,THOC,15.5
A01,THOC,15.3
A01,PIST,52.8
A01,ABBA,16.8
A01,ABBA,10.9
A01,ABBA,11.2
A01,BEPA,11.1
A01,BEPA,15.3
A01,ABBA,22
A01,ABBA,11.1
A01,THOC,21.9
A01,THOC,11.5
A02,BEPA,13.7
A02,BEPA,12.5
A02,BEPA,11.2
A02,ACRU,9.8
A02,BEPA,17.1
A02,BEPA,25.7
A02,BEPA,13
A02,POGR,33.5
A02,POGR,43.9
A02,POGR,37
A02,POGR,28.7
A02,ACRU,16
A02,POGR,40.1
A02,ACRU,16.9
A02,ACRU,18.4
A02,POGR,28.5
A02,PIST,30
A02,POGR,32.5
A02,THOC,19.9
A02,BEPA,13.1
A02,THOC,15.5
A02,BEPA,23
A02,BEPA,15.5
A02,BEPA,21.2
A02,BEPA,13
A02,ABBA,12.3
A02,ACRU,15.5
A02,ACRU,18.6
A02,BEPA,15.4
A02,BEPA,11.5
A02,ABBA,13
A02,POGR,31.5
A02,ABBA,10
A02,BEPA,18.5
A02,BEPA,12.5
A03,BEPA,14.4
A03,ACRU,14.4
A03,BEPA,18
A03,ABBA,12
A03,ABBA,24.5
A03,BEPA,24.9
A01,ACRU,14.1
A03,BEPA,19.8
A03,ABBA,13.2
A03,BEPA,14.4
A03,BEPA,24.2
A03,ACRU,14.7
A03,BEPA,15.8
A03,BEPA,19.8
A03,BEPA,16.3
A03,PIST,34.2
A03,BEPA,14.1
A03,BEPA,10.3
A03,BEPA,18.35
A03,PIST,53.9
A03,BEPA,14.4
A03,ACRU,23.7
A03,POGR,45.8
A03,POGR,33.9
A03,ABBA,11.7
A03,ABBA,23.1
A03,POGR,37.7
A03,BEPA,20.7
A03,BEPA,13.8
A03,ABBA,11.6
A03,ABBA,14.8
A03,BEPA,18
A03,ACRU,10
A04,BEPA,24.1
A04,BEPA,23.5
A04,POGR,42.8
A04,ACRU,10.1
A04,BEPA,14.9
A04,ACRU,11.7
A04,ACRU,17.8
A04,BEPA,30.4
A04,BEPA,26.5
A04,BEPA,25.5
A04,ACRU,31.4
A04,ACRU,14.6
A04,BEPA,17.3
A04,PIST,25.7
A04,ACRU,19.4
A04,ACRU,30.6
A04,ACSA,20.2
A04,ACRU,13.5
A04,BEPA,19.1
A04,ABBA,24.5
A04,ACRU,23.1
A04,ACRU,19.1
A04,ACRU,13.6
A04,ACRU,14.2
A04,ABBA,19.5
A04,BEPA,24.1
A04,ACSA,18.2
A04,ACRU,19.6
A04,ACRU,18
A04,BEPA,24.5
A04,BEPA,25.2
A04,BEPA,20.4
A05,ACRU,16
A05,ACRU,13.4
A05,ABBA,20.3
A05,POGR,38.2
A05,ACRU,22
A05,ACRU,12.3
A05,ACRU,11.9
A05,BEPA,18.9
A05,BEPA,35
A05,ACRU,16.4
A05,ACSA,14.8
A05,BEPA,18.5
A05,BEPA,31.7
A05,ACSA,19
A05,ACRU,18.2
A05,ACRU,12
A05,ABBA,32.2
A05,POGR,40.2
A05,ACRU,12.2
A05,ACRU,19
A06,BEPA,17
A06,BEPA,25.2
A06,BEPA,18.3
A06,BEPA,22
A06,POGR,14.2
A06,POGR,31.5
A06,ACRU,17.5
A06,BEPA,31.5
A06,BEPA,13.2
A06,BEPA,10.9
A06,BEPA,21.4
A06,POGR,28.3
A06,POGR,39
A06,ACSA,14
A06,ACSA,22.5
A06,ACSA,13.2
A06,BEPA,21.4
A06,PIST,54.7
A06,PIST,46.1
A06,BEPA,11.5
A07,BEPA,21.5
A07,BEPA,28
A07,ACSA,18.1
A07,ACSA,23.3
A07,ACSA,13.5
A07,ACSA,22.4
A07,ABBA,11
A07,ACSA,13.4
A07,ACSA,18.5
A07,ACSA,13
A07,ACSA,25
A07,POGR,49.4
A07,ACSA,27.8
A07,ABBA,10.2
A07,ACSA,12.5
A07,ACSA,22.5
A07,ACSA,13.7
A07,BEPA,35.1
A07,BEPA,32
A07,ACSA,21.1
A07,BEPA,31.2
A07,ACSA,23.9
A07,ACSA,18.5
A07,ACSA,19.5
A07,ACSA,13.5
A07,BEPA,26.9
A07,BEPA,21
A07,ACSA,23
A08,BEPA,20.2
A08,ACRU,28.4
A08,ACRU,18.7
A08,POGR,36
A08,ABBA,14
A08,POGR,40.6
A08,ABBA,15.6
A08,ACSA,27.3
A08,ACSA,23.7
A08,ACSA,21.4
A08,ACSA,20.8
A08,ACSA,19.9
A08,ACSA,22.2
A08,ACSA,17.2
A08,ABBA,12
A08,ACSA,34.8
A08,ACSA,20.5
A08,BEPA,25.3
A08,ACSA,13.6
A08,ACRU,25.3
A08,ACRU,15.8
A08,ACRU,27.4
A08,ACRU,30.5
A08,ACSA,13.7
A08,BEPA,32.5
A08,BEPA,34.1
A08,BEPA,35.8
A09,ACSA,17
A09,ACSA,16.4
A09,ACSA,27.6
A09,ACSA,22.1
A09,ACSA,24.4
A09,ACSA,28.7
A09,ACSA,14.1
A09,FAGR,13.1
A09,ACSA,17.1
A09,ACSA,22.5
A09,ACSA,13.5
A09,ACSA,26.9
A09,ACSA,11.6
A09,ACSA,23.1
A09,ACSA,17.9
A09,ACSA,24.3
A09,ACSA,24.2
A09,ACSA,14
A09,ACSA,18.3
A09,ACSA,18.7
A09,ACSA,17.4
A09,ACSA,13.4
A09,ACSA,11.4
A09,ACSA,17.7
A09,ACSA,15.7
A09,ACSA,15
A09,ACSA,19.7
A09,ACSA,29.1
A09,ACSA,31.5
A09,POGR,47
A09,ACSA,12.4
A09,ACSA,11.7
A09,ACSA,11.5
A10,ACSA,16.6
A10,ACSA,15.7
A10,ACSA,17.4
A10,ACSA,22.8
A10,ACSA,24.8
A10,ACSA,23.7
A10,ACSA,25.3
A10,ACSA,20.1
A10,ACSA,21.2
A10,ACSA,13.8
A10,ACSA,22.5
A10,ACSA,12.7
A10,ACSA,28.8
A10,ACSA,12.4
A10,ACSA,13.5
A10,ACSA,23.8
A10,ACSA,13.5
A10,ACSA,23.7
A10,ACSA,12.9
A10,ACSA,22.4
A10,ACSA,24
A10,ACSA,15.5
A10,ACSA,16.2
A10,ACSA,20.3
A10,ACSA,16
A10,ACSA,12
A10,ACSA,20
A10,ACSA,25
A10,ACSA,15.2
A10,ACSA,18.4
A11,ACSA,20
A11,ACSA,31.9
A11,ACSA,19
A11,ACSA,17.2
A11,ACSA,10.9
A11,ACSA,12.4
A11,ACSA,12.7
A11,ACSA,20
A11,ACSA,31.8
A11,ACSA,12
A11,ACSA,21.5
A11,ACSA,23.1
A11,ACSA,20.3
A11,ACSA,39.1
A11,ACSA,40.3
A11,ACSA,33.5
A11,ACSA,20.5
A11,ACSA,20
A11,ACSA,13
A11,ACSA,19.1
A11,ABBA,12
A11,ACSA,17
A11,ACSA,16.2
A11,ACSA,22
A11,ACSA,11.1
A11,ACSA,12
A11,ACSA,17.1
A11,ACSA,13.5
A11,ACSA,13.8
A11,ACSA,13.5
B00,PIST,32.5
B00,THOC,13
B00,THOC,11.5
B00,THOC,19.8
B00,BEPA,13
B00,PISP,14
B00,THOC,15.5
B00,THOC,13.5
B00,PIST,15.8
B00,PIST,39
B00,THOC,19.4
B00,THOC,10
B00,PIST,19
B00,PIST,19.5
B00,THOC,16.4
B00,PIST,38.5
B00,PIST,19.3
B00,THOC,17.7
B00,THOC,14.7
B00,THOC,14.8
B00,THOC,20.3
B00,POGR,29.6
B00,THOC,13.5
B00,BEPA,11
B00,BEPA,13.5
B00,PIST,27.5
B00,BEPA,15.8
B00,THOC,10.9
B00,THOC,10.4
B00,THOC,12
B00,PIST,20
B00,THOC,17.1
B00,THOC,17.2
B00,THOC,12
B00,THOC,16.2
B00,THOC,12
B00,THOC,12.3
B00,BEPA,19.3
B00,PIST,40
B00,BEPA,10.6
B00,THOC,16
B00,PISP,14.5
B00,THOC,17.2
B00,THOC,12.4
B00,PIST,18.1
B00,PIST,17.5
B00,THOC,16.5
B00,PIST,40.4
B00,PIST,36
B00,THOC,12.8
B00,PIST,32.5
B00,THOC,13.5
B01,BEPA,29
B01,BEPA,14
B00,BEPA,14.25
B01,BEPA,14.25
B01,BEPA,21
B01,BEPA,20.5
B01,ABBA,10
B01,ABBA,12.5
B01,ABBA,13.5
B01,ABBA,19
B01,ABBA,12
B01,ABBA,11
B01,THOC,16.3
B01,THOC,15
B01,THOC,23.5
B01,THOC,24
B01,THOC,17
B01,THOC,20.5
B01,BEPA,30
B01,BEPA,17.5
B01,BEPA,22.7
B01,BEPA,27
B01,BEPA,14
B01,BEPA,11.5
B01,ACRU,18
B01,PISP,16
B01,THOC,15.5
B01,THOC,13.5
B01,THOC,16
B01,THOC,21.3
B01,THOC,25
B01,THOC,22
B01,THOC,26.7
B01,THOC,20
B01,THOC,15.5
B01,THOC,17.7
B01,THOC,27.3
B01,THOC,23.5
B01,THOC,25.6
B01,THOC,18.5
B01,THOC,23
B01,THOC,17.5
B01,THOC,16
B01,THOC,14
B01,BEPA,10
B01,BEPA,20.5
B01,BEPA,21
B01,BEPA,22
B01,BEPA,21.7
B01,BEPA,13
B01,BEPA,21.5
B01,BEPA,16.7
B01,BEPA,24.7
B01,BEPA,20.5
B01,BEPA,13
B02,ACRU,17.7
B02,ACRU,22.7
B02,ACRU,21
B02,ACRU,14
B02,ACRU,16.8
B02,ACRU,24.9
B02,ACRU,18.5
B02,ACRU,15.3
B02,ACRU,26.6
B02,ACRU,14.3
B02,ACRU,10.1
B02,BEPA,30
B02,BEPA,14.25
B02,BEPA,23
B02,BEPA,21.5
B02,BEPA,24.3
B02,BEPA,10
B02,BEPA,21.5
B02,BEPA,13.8
B02,BEPA,19
B02,THOC,25.6
B02,THOC,29.6
B02,THOC,10.5
B02,THOC,10.5
B02,THOC,24.5
B02,ACSA,10.8
B02,ABBA,22
B02,ABBA,25.6
B02,ABBA,17.2
B02,ACPE,12
B02,ACPE,11.7
B02,ACPE,11.5
B03,ACRU,13.5
B03,BEPA,13.5
B03,BEPA,15.6
B03,BEPA,11.6
B03,BEPA,18
B03,BEPA,20
B03,BEPA,20.1
B03,BEPA,13
B03,BEPA,18
B03,BEPA,20.7
B03,BEPA,17
B03,BEPA,18.5
B03,BEPA,20.7
B03,BEPA,16
B03,BEPA,13.5
B03,BEPA,12.2
