station,dhp,codeTaxa
D08,16.7,AASA
E01,12,BABA
E01,10.9,BBPA
E01,23.9,BPGR
E01,12.2,BTOC
E02,11.2,BABA
E02,14.4,BARU
E02,24,BBPA
E02,26,BPGR
E03,23.5,AASA
E03,19,BABA
E03,13,BARU
E03,27.3,BBPA
E03,21.1,BPGR
E03,15.1,BTOC
E04,14.5,AASA
E04,13.8,BABA
E04,10.5,BARU
E04,17.2,BBPA
E04,51.1,BPGR
E05,12,AASA
E05,10,BABA
E05,14.3,BAPN
E05,16,BARU
E05,13.2,BBPA
E05,36,BPGR
E06,14.7,BABA
E06,12.9,BAPN
E06,12,BARU
E06,20.5,BBPA
E06,31.1,BPGR
E07,13.5,BAPN
E07,10,BARU
E07,14,BBAL
E07,18.5,BBPA
E08,11.7,AASA
E08,27.4,AFGR
E08,14,BAPN
E08,12.7,BARU
E08,21.3,BBAL
E08,24.2,BBPA
A01,28.2,APST
A01,15.2,BABA
A01,10.1,BARU
A01,11.8,BBPA
A01,23.6,BPGR
A01,11.2,BPMA
A01,21.5,BTOC
A02,10.8,BARU
A02,15.1,BBPA
A02,26.5,BPGR
A03,16.8,APST
A03,11.6,BABA
A03,10.4,BARU
A03,10.6,BBPA
A03,25.1,BPGR
A04,10.5,BAPN
A04,12,BARU
A04,21,BBPA
A04,17,BPGR
A05,14,AASA
A05,23.5,BABA
A05,16,BARU
A05,30.5,BBPA
A05,36,BPGR
A06,20.7,AASA
A06,33.9,APST
A06,19.2,BBPA
A06,31,BPGR
A07,14.5,AASA
A07,21.6,BBPA
A08,17.7,AASA
A08,11.3,BABA
A08,15,BARU
A08,32.7,BBPA
A08,31.3,BPTR
A09,10.8,AASA
A10,12.5,AASA
A10,18,BABA
B00,15.9,APST
B00,10,BBPA
B00,13.3,BPRU
B00,15,BTOC
B01,17.5,BARU
B01,20,BBPA
B01,18,BTOC
B02,25.1,AASA
B02,17.2,APST
B02,13,BAPN
B02,13.5,BARU
B02,22.1,BBPA
B02,27,BTOC
B03,11,BABA
B03,18.5,BBPA
B03,28.4,BPGR
B04,13.2,AASA
B04,16.4,BARU
B04,20.6,BBPA
B05,10.5,AASA
B05,20.5,BBPA
B06,14.5,AASA
B06,10.9,BARU
B06,13.6,BBPA
B07,18.7,AASA
C01,11,APST
C01,11,BARU
C01,11,BBPA
C01,11.5,BTOC
C02,15.4,APST
C02,17.5,BARU
C02,17.5,BBPA
C02,27,BPGR
C03,36.2,APST
C03,10.9,BABA
C03,19.2,BARU
C03,21.8,BBPA
C03,22,BPGR
C04,10.1,BAPN
C04,11.4,BARU
C04,13.3,BBPA
C04,34.2,BPGR
C05,14.6,AASA
C05,12.2,BAPN
C05,12.8,BARU
C05,24,BBPA
C05,26,BPGR
C06,11.8,BAPN
C06,11.8,BARU
C06,14.7,BBPA
C06,19.8,BPGR
C07,15.3,AASA
C07,16,BABA
C07,12.9,BBPA
C07,28.7,BPGR
C08,23,AASA
C08,18,BBPA
D01,10.9,AASA
D01,26.5,BARU
D01,16.9,BBPA
D01,18.6,BTOC
D02,10,BABA
D02,10.3,BARU
D02,15.6,BBPA
D02,24,BPGR
D03,14,BABA
D03,21.1,BARU
D03,12.9,BBAL
D03,30.6,BBPA
D03,24.2,BPGR
D04,18,BABA
D04,10.7,BARU
D04,15.2,BBPA
D04,29,BPGR
D05,12.2,BARU
D05,28.8,BBAL
D05,18.6,BBPA
D05,22.9,BPGR
D06,30.3,AASA
D06,20,BABA
D06,10.7,BARU
D06,11.3,BBPA
D06,21,BPGR
D07,12.6,AASA
D07,21.4,BARU
D07,22,BBPA
D07,45.5,BPGR
D08,26,AASA
E01,13,BABA
E01,10.4,BBPA
E01,26.7,BPGR
E01,13.9,BTOC
E02,17,BARU
E02,22,BBPA
E02,16.5,BPGR
E03,12.5,BARU
E03,29.2,BBPA
E04,10.5,BARU
E04,18.1,BBPA
E04,46.9,BPGR
E05,14.8,BABA
E05,10.9,BAPN
E05,13,BARU
E05,20.8,BBPA
E05,32.7,BPGR
E06,10.8,BABA
E06,12.5,BAPN
E06,12,BARU
E06,23,BBPA
E06,16.5,BPGR
E07,10.8,BAPN
E07,10,BARU
E07,15.5,BBAL
E07,32,BBPA
E08,16.4,AASA
E08,14.2,BAPN
E08,22,BARU
E08,24.5,BBPA
A01,15.3,APST
A01,14.7,BABA
A01,11.4,BBPA
A01,12.8,BPGR
A01,17.2,BTOC
A02,16.4,BARU
A02,20.2,BBPA
A02,32.5,BPGR
A03,13.4,APST
A03,11.6,BABA
A03,10.8,BARU
A03,17.5,BBPA
A03,14.2,BPGR
A04,15.5,BARU
A04,22,BBPA
A05,17.5,BARU
A05,10,BBPA
A06,11.2,AASA
A06,10.3,BBPA
A06,21.3,BPGR
A07,17.3,AASA
A07,19.1,BBPA
A08,22.5,AASA
A08,24.4,BARU
A08,31.3,BBPA
A09,20,AASA
A10,11,AASA
A10,12.2,BABA
B00,12.5,APST
B00,10,BBPA
B00,10.2,BTOC
B01,10,BARU
B01,20.5,BBPA
B01,12.5,BTOC
B02,24.2,AASA
B02,18.1,BARU
B02,23.3,BBPA
B02,19.7,BTOC
B03,14.5,BABA
B03,15,BBPA
B03,18,BPGR
B04,18.2,AASA
B04,10.3,BARU
B04,24.1,BBPA
B05,14.5,AASA
B05,21.5,BBPA
B06,12.3,AASA
B06,13.2,BARU
B06,16.8,BBPA
B07,32.4,AASA
C01,34.8,APST
C01,19.8,BBPA
C01,16.3,BTOC
C02,20,APST
C02,10,BARU
C02,18.7,BBPA
C02,21,BPGR
C03,29.9,APST
C03,12.7,BABA
C03,18,BBPA
C03,22.7,BPGR
C04,14,BARU
C04,15.7,BBPA
C05,10,BAPN
C05,10.8,BARU
C05,13.5,BBPA
C05,34,BPGR
C06,31.9,BAPN
C06,17.8,BARU
C06,13.2,BBPA
C06,30.3,BPGR
C07,11.8,AASA
C07,12.8,BABA
C07,17.5,BBPA
C07,26.2,BPGR
C08,12,AASA
C08,19,BBPA
D01,14,BARU
D01,20,BBPA
D01,15.3,BTOC
D02,13,BABA
D02,16.8,BBPA
D02,32,BPGR
D03,18.7,BARU
D03,17.5,BBPA
D03,25.6,BPGR
D04,14.6,BABA
D04,12.2,BARU
D04,18.3,BBPA
D04,25.8,BPGR
D05,14.8,BARU
D05,11.1,BBPA
D05,21,BPGR
D06,14.3,BARU
D06,12,BBPA
D06,25.2,BPGR
D07,14.5,AASA
D07,13.8,BBPA
D08,11.8,AASA
E01,10.5,BABA
E01,16,BBPA
E01,28.5,BPGR
E02,14,BARU
E02,14,BBPA
E02,27,BPGR
E03,10.6,BARU
E03,24.3,BBPA
E04,11.5,BARU
E04,11.3,BBPA
E04,46.8,BPGR
E05,17,BABA
E05,12,BARU
E05,19.5,BBPA
E05,38.6,BPGR
E06,18.4,BABA
E06,12.7,BAPN
E06,12.1,BARU
E06,10.3,BBPA
E06,28.2,BPGR
E07,10.4,BAPN
E07,27,BARU
E07,16.5,BBPA
E08,10.2,AASA
E08,14.6,BAPN
E08,22.5,BARU
E08,21.6,BBPA
A01,11.4,BBPA
A01,28.2,BPGR
A01,13.8,BTOC
A02,13.9,BARU
A02,11,BBPA
A02,33.2,BPGR
A03,10.2,APST
A03,17.7,BARU
A03,16,BBPA
A03,22,BPGR
A04,18.5,BARU
A04,14,BBPA
A05,18.5,BBPA
A06,12.9,BBPA
A06,35.6,BPGR
A07,18,AASA
A07,11.8,BBPA
A08,10.6,AASA
A09,11,AASA
A10,11.7,AASA
A10,12,BABA
B00,35.8,APST
B00,19.3,BBPA
B00,12.2,BTOC
B01,10.3,BARU
B01,16,BBPA
B01,20.5,BTOC
B02,48.5,AASA
B02,15.2,BARU
B02,29.2,BBPA
B03,12.5,BABA
B03,19.7,BBPA
B03,16.2,BPGR
B04,23.6,AASA
B04,13.2,BARU
B04,29.3,BBPA
B05,18,AASA
B05,19.5,BBPA
B06,16.1,AASA
B06,20,BARU
B06,15.7,BBPA
B07,11.2,AASA
C01,15,APST
C01,10.1,BBPA
C01,10.6,BTOC
C02,27,APST
C02,16,BARU
C02,10,BBPA
C02,16,BPGR
C03,23.1,APST
C03,14.1,BABA
C03,10.1,BBPA
C04,22.3,BARU
C04,25.5,BBPA
C05,14,BBPA
C05,40,BPGR
C06,12.2,BARU
C06,18,BBPA
C06,32.6,BPGR
C07,18.5,BABA
C07,18.8,BBPA
C07,20.7,BPGR
C08,20.5,AASA
C08,20,BBPA
D01,24.5,BARU
D01,24.5,BBPA
D01,20.9,BTOC
D02,10.7,BABA
D02,18.1,BBPA
D02,26,BPGR
D03,26.5,BARU
D03,14.8,BBPA
D03,23.7,BPGR
D04,13.7,BABA
D04,10.1,BARU
D04,15.2,BBPA
D04,24.1,BPGR
D05,13.5,BARU
D05,25.7,BBPA
D05,25.6,BPGR
D06,14,BARU
D06,11.4,BBPA
D06,26.7,BPGR
D07,27.3,AASA
D07,27,BBPA
D08,11.6,AASA
E01,10.9,BBPA
E01,28,BPGR
E02,10,BARU
E02,20.4,BBPA
E02,18,BPGR
E03,14.7,BARU
E03,26.7,BBPA
E04,27,BARU
E04,17,BBPA
E04,28.2,BPGR
E05,20.6,BABA
E05,10.7,BARU
E05,10.5,BBPA
E05,32,BPGR
E06,11.1,BAPN
E06,14.5,BARU
E06,21,BBPA
E07,19.7,BARU
E07,12.8,BBPA
E08,24.6,AASA
E08,10.5,BAPN
E08,23.6,BARU
E08,10.2,BBPA
A01,11.4,BBPA
A01,16,BPGR
A01,11.6,BTOC
A02,18.2,BBPA
A02,32.2,BPGR
A03,10.1,BARU
A03,13.3,BBPA
A04,18.5,BARU
A04,22,BBPA
A05,24.5,BBPA
A06,15.2,BBPA
A06,15.8,BPGR
A07,20.2,AASA
A07,12.1,BBPA
A08,12.3,AASA
A09,16.3,AASA
A10,16.4,AASA
A10,16.6,BABA
B00,31.9,APST
B00,14.5,BBPA
B00,14.5,BTOC
B01,16.5,BARU
B01,20.5,BBPA
B01,10,BTOC
B02,24.5,BBPA
B03,14.6,BABA
B03,20,BBPA
B03,10.1,BPGR
B04,16.2,BARU
B04,24.3,BBPA
B05,28,AASA
B05,25.5,BBPA
B06,22.2,AASA
B06,16.8,BARU
B06,18,BBPA
B07,26.8,AASA
C01,20,APST
C01,14,BBPA
C01,11.8,BTOC
C02,24,APST
C02,18,BBPA
C02,12.7,BPGR
C03,30.7,APST
C03,18,BBPA
C04,16.1,BARU
C04,19,BBPA
C05,14,BBPA
C05,26.5,BPGR
C06,13.1,BBPA
C06,39.9,BPGR
C07,16.8,BABA
C07,14,BBPA
C07,32.3,BPGR
C08,10.5,AASA
C08,31,BBPA
D01,13.5,BARU
D01,17.1,BBPA
D01,10.5,BTOC
D02,14.5,BABA
D02,11,BBPA
D02,25.5,BPGR
D03,15.7,BARU
D03,17.8,BBPA
D03,16.7,BPGR
D04,14,BBPA
D04,16,BPGR
D05,11.8,BBPA
D05,30.3,BPGR
D06,13.2,BARU
D06,17.6,BBPA
D06,26.2,BPGR
D07,16,AASA
D07,24.4,BBPA
D08,11.4,AASA
E01,13.7,BBPA
E01,15,BPGR
E02,11.2,BARU
E02,12.6,BBPA
E02,23,BPGR
E03,39.9,BARU
E03,23.2,BBPA
E04,13.2,BARU
E04,18.9,BBPA
E05,11,BABA
E05,16,BARU
E05,16.5,BBPA
E05,33,BPGR
E06,11.4,BARU
E06,24.1,BBPA
E07,13,BARU
E07,14,BBPA
E08,13.5,AASA
E08,11.8,BBPA
A01,10.2,BBPA
A01,11.6,BTOC
A02,11.8,BBPA
A03,17,BBPA
A04,17,BARU
A04,21,BBPA
A05,22.5,BBPA
A06,16.2,BBPA
A07,21.2,AASA
A08,11.9,AASA
A09,16.5,AASA
A10,12.3,AASA
A10,14.5,BABA
B00,31.1,APST
B00,11.3,BBPA
B00,11,BTOC
B01,26,BBPA
B01,19,BTOC
B02,21,BBPA
B03,20.5,BABA
B03,19.9,BBPA
B03,29.5,BPGR
B04,14.8,BARU
B04,28.3,BBPA
B05,19.8,AASA
B05,23.5,BBPA
B06,18.4,AASA
B06,12.5,BARU
B06,22.2,BBPA
B07,13.2,AASA
C01,10.7,BBPA
C01,10,BTOC
C02,30,APST
C02,16,BBPA
C02,17,BPGR
C03,37.6,APST
C03,16,BBPA
C04,15.8,BARU
C04,10.7,BBPA
C05,10,BBPA
C05,24.4,BPGR
C06,13.7,BBPA
C06,36.8,BPGR
C07,17.3,BBPA
C07,17.4,BPGR
C08,25,AASA
C08,23,BBPA
D01,16.2,BARU
D01,14.1,BBPA
D01,10.7,BTOC
D02,40.9,BABA
D02,21.6,BBPA
D02,35.6,BPGR
D03,11.1,BARU
D03,13.9,BBPA
D04,12.6,BBPA
D04,10.2,BPGR
D05,18,BBPA
D06,12,BARU
D06,16,BBPA
D06,31,BPGR
D07,18.7,AASA
D07,27.2,BBPA
D08,19.5,AASA
E01,21,BBPA
E01,14,BPGR
E02,22.5,BBPA
E02,14,BPGR
E03,16.5,BARU
E03,15.4,BBPA
E04,12,BBPA
E05,13.5,BABA
E05,11.7,BARU
E05,15,BBPA
E05,17.5,BPGR
E06,17.8,BARU
E06,19.5,BBPA
E07,19.5,BARU
E07,24.6,BBPA
E08,44.4,AASA
E08,32.6,BBPA
A01,11.5,BBPA
A01,17.1,BTOC
A02,11.8,BBPA
A03,14.9,BBPA
A04,19.5,BARU
A04,22,BBPA
A05,19,BBPA
A06,19.7,BBPA
A07,25.4,AASA
A08,20.6,AASA
A09,15.5,AASA
A10,19.2,AASA
A10,15,BABA
B00,21.1,APST
B00,11.5,BBPA
B00,10.5,BTOC
B01,20,BBPA
B01,12,BTOC
B02,22.7,BBPA
B03,13,BBPA
B03,12,BPGR
B04,19.9,BARU
B04,24.5,BBPA
B05,34.3,BBPA
B06,20.2,AASA
B06,13.5,BARU
B06,30.2,BBPA
B07,10.8,AASA
C01,13.5,BBPA
C01,15,BTOC
C02,15.5,APST
C02,18.3,BBPA
C02,23.7,BPGR
C03,42.3,APST
C03,10.8,BBPA
C04,25.8,BARU
C04,21,BBPA
C05,17,BBPA
C06,17.4,BBPA
C06,25.6,BPGR
C07,15.1,BBPA
C07,18.2,BPGR
C08,13.5,AASA
C08,19,BBPA
D01,19.2,BBPA
D01,13,BTOC
D02,10.4,BABA
D02,15.1,BBPA
D02,26.6,BPGR
D03,14.8,BARU
D03,11.6,BBPA
D04,12.8,BBPA
D04,22.3,BPGR
D05,12,BBPA
D06,12,BBPA
D06,26.6,BPGR
D07,18.6,AASA
D07,10.4,BBPA
D08,17.8,AASA
E01,14,BBPA
E02,15.5,BBPA
E02,18,BPGR
E03,16.5,BARU
E03,16.8,BBPA
E04,27.6,BBPA
E05,19.5,BARU
E05,10.5,BBPA
E05,24,BPGR
E06,20.5,BARU
E06,15.8,BBPA
E07,18.5,BARU
E07,25,BBPA
E08,10.1,AASA
E08,30.9,BBPA
A01,12.4,BTOC
A03,10.8,BBPA
A04,11.5,BARU
A04,19,BBPA
A05,22,BBPA
A06,10.7,BBPA
A07,22.8,AASA
A08,10.5,AASA
A09,15,AASA
A10,11.2,AASA
B00,15,APST
B00,10,BBPA
B00,13.8,BTOC
B01,18.5,BBPA
B01,20.5,BTOC
B02,22.4,BBPA
B03,10.1,BBPA
B03,14.5,BPGR
B04,11.5,BARU
B04,10.3,BBPA
B05,23,BBPA
B06,15.7,AASA
B06,17.4,BBPA
B07,15.2,AASA
C01,17.8,BBPA
C02,12.3,APST
C02,21.6,BPGR
C03,12.5,APST
C03,15.5,BBPA
C04,13.9,BBPA
C05,15.5,BBPA
C06,34.4,BPGR
C07,14.5,BBPA
C08,23,AASA
C08,26.5,BBPA
D01,19.1,BBPA
D01,11.5,BTOC
D02,10.2,BBPA
D02,23.7,BPGR
D03,10.3,BARU
D03,16.4,BBPA
D04,12.6,BBPA
D05,12.2,BBPA
D06,13.4,BBPA
D06,28,BPGR
D07,14,AASA
D08,23.4,AASA
E01,12.9,BBPA
E02,14,BBPA
E03,26.8,BBPA
E04,20.2,BBPA
E05,11.7,BARU
E05,11.1,BBPA
E06,20.2,BARU
E06,20.7,BBPA
E07,18.5,BARU
E07,24.5,BBPA
E08,26.8,BBPA
A01,18.1,BTOC
A03,16.2,BBPA
A04,23,BBPA
A05,21.5,BBPA
A06,21.5,BBPA
A07,17.7,AASA
A08,17.5,AASA
A09,17.5,AASA
A10,18.7,AASA
B00,15.5,APST
B00,11,BTOC
B01,13,BBPA
B01,18.5,BTOC
B02,14.1,BBPA
B03,15.5,BBPA
B03,16,BPGR
B04,19.1,BARU
B05,18.5,BBPA
B06,18.7,AASA
B06,12,BBPA
B07,27.8,AASA
C01,11.2,BBPA
C02,14,APST
C02,19.3,BPGR
C03,21.4,APST
C03,10.2,BBPA
C04,14.2,BBPA
C05,16.2,BBPA
C06,26.5,BPGR
C07,10.3,BBPA
C08,27.5,AASA
C08,23,BBPA
D01,17.4,BBPA
D01,15.2,BTOC
D02,20.4,BBPA
D02,22.5,BPGR
D03,19,BBPA
D04,15.9,BBPA
D05,13,BBPA
D06,17.3,BBPA
D06,24,BPGR
D07,31.2,AASA
D08,21,AASA
E01,13.6,BBPA
E02,18.5,BBPA
E03,14.1,BBPA
E04,12.5,BBPA
E05,14.2,BBPA
E06,10.1,BARU
E06,17.1,BBPA
E07,19,BBPA
E08,26.7,BBPA
A01,11,BTOC
A03,14.8,BBPA
A04,20,BBPA
A05,17.5,BBPA
A06,17.6,BBPA
A07,14.2,AASA
A08,10.1,AASA
A09,36,AASA
A10,20,AASA
B00,21.5,APST
B00,14,BTOC
B01,17,BBPA
B01,13,BTOC
B03,16.5,BBPA
B03,17,BPGR
B04,25,BARU
B05,14.5,BBPA
B06,11.5,BBPA
B07,19.9,AASA
C01,11.3,BBPA
C02,10,APST
C02,16,BPGR
C03,15.4,BBPA
C04,19.9,BBPA
C05,10,BBPA
C06,26.3,BPGR
C07,17.3,BBPA
C08,13,AASA
C08,19,BBPA
D01,19.3,BBPA
D01,14.2,BTOC
D02,11.2,BBPA
D02,35.9,BPGR
D03,16.4,BBPA
D04,25,BBPA
D05,12.3,BBPA
D06,11.8,BBPA
D06,28.3,BPGR
D07,16.5,AASA
D08,24.2,AASA
E01,13.7,BBPA
E02,17,BBPA
E03,20.8,BBPA
E04,10,BBPA
E05,13.5,BBPA
E06,20,BBPA
E07,11.5,BBPA
E08,29.5,BBPA
A01,12.8,BTOC
A03,24.5,BBPA
A04,20,BBPA
A05,30,BBPA
A06,14,BBPA
A07,13.3,AASA
A08,8.2,AASA
A09,10.8,AASA
A10,19.8,AASA
B00,11.4,APST
B00,16.9,BTOC
B01,25.5,BBPA
B01,23,BTOC
B03,24.7,BBPA
B03,13.1,BPGR
B04,30.4,BARU
B05,14.5,BBPA
B07,12.1,AASA
C01,18.3,BBPA
C02,22,BPGR
C03,14.5,BBPA
C04,11.6,BBPA
C05,17,BBPA
C06,18,BPGR
C07,13.1,BBPA
C08,15.5,AASA
D01,11.4,BBPA
D01,11.4,BTOC
D02,33.4,BPGR
D03,13.8,BBPA
D04,15.7,BBPA
D05,11.4,BBPA
D06,19.5,BBPA
D06,31,BPGR
D07,16.2,AASA
D08,24.5,AASA
E01,13,BBPA
E02,22,BBPA
E03,11.3,BBPA
E04,23.5,BBPA
E05,10.3,BBPA
E06,16.5,BBPA
E07,23.8,BBPA
E08,34.7,BBPA
A01,11.5,BTOC
A03,10.9,BBPA
A04,16.5,BBPA
A06,14,BBPA
A07,20.2,AASA
A08,16,AASA
A09,11,AASA
A10,17.5,AASA
B00,25.5,APST
B00,10.2,BTOC
B01,12,BBPA
B01,20,BTOC
B03,20,BBPA
B05,30.5,BBPA
B07,23,AASA
C01,17.5,BBPA
C02,22.5,BPGR
C03,12.2,BBPA
C04,13.2,BBPA
C05,11,BBPA
C06,23.9,BPGR
C07,12,BBPA
C08,26.5,AASA
D01,18.7,BBPA
D01,12.3,BTOC
D02,22.7,BPGR
D03,10.1,BBPA
D04,11.1,BBPA
D05,10.7,BBPA
D06,13,BBPA
D07,27.4,AASA
D08,23.6,AASA
E01,10.1,BBPA
E02,18,BBPA
E03,16.2,BBPA
E05,10.7,BBPA
E06,10,BBPA
E07,27,BBPA
E08,30.5,BBPA
A01,15.5,BTOC
A03,12.5,BBPA
A04,14.5,BBPA
A06,19,BBPA
A07,14.1,AASA
A08,22.4,AASA
A09,10.1,AASA
A10,10.7,AASA
B00,23.7,APST
B00,15,BTOC
B01,18.5,BTOC
B03,19.4,BBPA
B05,16.1,BBPA
B07,23,AASA
C01,15.5,BBPA
C02,27,BPGR
C03,10.1,BBPA
C04,21.8,BBPA
C05,15.5,BBPA
C06,24.1,BPGR
C07,20.7,BBPA
C08,27.5,AASA
D01,19.1,BBPA
D01,32.4,BTOC
D02,25,BPGR
D03,14.9,BBPA
D04,22.2,BBPA
D05,12,BBPA
D06,12,BBPA
D07,14,AASA
D08,13.7,AASA
E01,12,BBPA
E02,15.8,BBPA
E03,24.7,BBPA
E05,21,BBPA
E06,13.3,BBPA
E07,27.8,BBPA
A01,18.2,BTOC
A03,14.1,BBPA
A04,20,BBPA
A06,15.9,BBPA
A07,10.8,AASA
A08,14.9,AASA
A09,13,AASA
A10,15.7,AASA
B00,10.9,APST
B00,14.5,BTOC
B01,19,BTOC
B03,16,BBPA
B05,35,BBPA
B07,22,AASA
C01,14,BBPA
C02,26.2,BPGR
C03,17,BBPA
C04,19.6,BBPA
C05,25.8,BBPA
C06,25.1,BPGR
C07,18.5,BBPA
C08,12,AASA
D01,17.6,BBPA
D01,13.2,BTOC
D02,39,BPGR
D03,21,BBPA
D04,21.7,BBPA
D05,12.6,BBPA
D06,18,BBPA
D08,10.1,AASA
E01,19,BBPA
E02,13,BBPA
E03,26.8,BBPA
E05,21,BBPA
E06,13.1,BBPA
E07,27,BBPA
A01,17.5,BTOC
A03,21,BBPA
A06,16.1,BBPA
A07,14.7,AASA
A08,22.2,AASA
A09,11.7,AASA
A10,12.2,AASA
B00,12.8,APST
B00,16.8,BTOC
B01,17,BTOC
B03,17,BBPA
B05,19.5,BBPA
B07,22.4,AASA
C01,11.5,BBPA
C02,17.5,BPGR
C03,15.6,BBPA
C04,29.4,BBPA
C05,15.4,BBPA
C06,25.6,BPGR
C07,24.1,BBPA
C08,20,AASA
D01,22.5,BBPA
D01,21,BTOC
D02,30.1,BPGR
D03,17.7,BBPA
D04,19,BBPA
D05,17,BBPA
D06,13.6,BBPA
D08,13.6,AASA
E01,13.8,BBPA
E02,21.7,BBPA
E03,20,BBPA
E05,16,BBPA
E07,18.2,BBPA
A01,26.8,BTOC
A03,17.3,BBPA
A06,24.2,BBPA
A07,17.2,AASA
A08,14.1,AASA
A09,24,AASA
A10,20.8,AASA
B00,11.2,APST
B00,12,BTOC
B01,12,BTOC
B03,13.5,BBPA
B05,17.6,BBPA
B07,14.2,AASA
C01,12.2,BBPA
C02,19.5,BPGR
C03,12.6,BBPA
C04,16.5,BBPA
C05,17.8,BBPA
C06,14.8,BPGR
C07,13.9,BBPA
C08,24.5,AASA
D01,23.9,BBPA
D01,14.8,BTOC
D03,10.4,BBPA
D05,12.2,BBPA
D06,17.6,BBPA
D08,23.7,AASA
E01,10.8,BBPA
E02,18,BBPA
E03,25.6,BBPA
E07,10.5,BBPA
A01,15.2,BTOC
A03,15.3,BBPA
A07,16,AASA
A09,21.7,AASA
A10,13.6,AASA
B00,26,APST
B00,13.5,BTOC
B01,14,BTOC
B03,11,BBPA
B05,17.5,BBPA
B07,14.9,AASA
C02,22,BPGR
C03,12.8,BBPA
C04,19,BBPA
C05,24.4,BBPA
C06,23.6,BPGR
C07,14.1,BBPA
C08,19.5,AASA
D01,27.1,BBPA
D01,10.8,BTOC
D03,10.8,BBPA
D05,16.2,BBPA
D08,11.7,AASA
E02,20,BBPA
E03,20.8,BBPA
A01,16.5,BTOC
A03,11.4,BBPA
A07,16.7,AASA
A09,10.5,AASA
A10,16.7,AASA
B00,28.1,APST
B01,15,BTOC
B03,19.5,BBPA
B05,33.5,BBPA
B07,26.6,AASA
C02,25,BPGR
C03,12.9,BBPA
C04,21.3,BBPA
C05,17.8,BBPA
C07,12,BBPA
C08,26,AASA
D01,10.6,BBPA
D01,22.8,BTOC
D03,22.4,BBPA
