station,codeTaxa,dhp
A07,ACSA,24.8
A07,ACSA,22.9
A07,FAGR,10.1
A07,ACSA,19.5
A07,ACSA,11.9
A07,ACSA,45.3
A07,ACSA,14.1
A07,ABBA,10.1
A07,ACSA,20
A07,ACRU,12.1
A08,ACSA,26.6
A08,ACSA,47
A08,ACSA,45.7
A08,ABBA,12.4
A08,ACSA,14.1
A08,ACSA,40.2
A08,ACSA,23.4
A08,ACRU,27
A08,ACRU,17.2
A08,ACSA,21.5
A08,ACSA,27.5
A08,BEPA,32.1
A08,BEPA,71.1
A08,POGR,41
A08,ABBA,15.5
A08,ACPE,11
A08,ABBA,14.1
A08,POGR,36.3
A08,ACRU,59.8
A09,ACSA,17
A09,ACSA,27.1
A09,FAGR,13.5
A09,ACSA,14.4
A09,ACSA,29
A09,ACSA,27
A09,ACSA,22.2
A09,ACSA,17.4
A09,ACSA,25
A09,ACSA,16.8
A09,POGR,47
A09,ACSA,16.1
A09,ACSA,29.2
A09,ACSA,21.9
A09,ACSA,23.5
A09,ACSA,19
A09,ACSA,24.8
A09,ACSA,19
A09,ACSA,17
A09,ACSA,24.2
A09,ACSA,19.6
A09,ACSA,23.5
A09,ACSA,14
A09,ACSA,17.5
A09,ACSA,18.4
A09,ACSA,14.5
A09,ACSA,20
A09,ACSA,17.1
A09,ACSA,14.1
A10,ACSA,12.5
A10,ACSA,12.3
A10,ACSA,12.2
A10,ACSA,12.5
A10,ACSA,25.2
A10,ACSA,12.7
A10,ACSA,13.6
A10,ACSA,20
A10,ACSA,10.2
A10,ACSA,13.2
A10,ACSA,25.4
A10,ACSA,22.7
A10,ACSA,32.5
A10,ACSA,13.4
A10,ACSA,12.6
A10,ACSA,29.5
A10,ACSA,22.6
A10,ACSA,13.5
A10,ACSA,14.3
A10,ACSA,16.8
A10,ACSA,12.7
A10,ACSA,19.8
A10,ACSA,23.8
A10,ACSA,10.2
A10,ACSA,19.2
A10,ACSA,16.4
A10,ACSA,17
A10,ACSA,16.2
A10,ACSA,12.8
A10,ACSA,16.9
A10,ACSA,22.9
A10,ACSA,15.9
A10,ACSA,23.8
A10,ACSA,24.1
A10,ACSA,24.7
A10,ACSA,17.3
A01,ACSA,12.5
A10,ACSA,12.5
A11,ACSA,14.1
A11,ACSA,13.6
A11,ACSA,21.7
A11,ACSA,11.3
A11,ACSA,11.2
A11,ACSA,18.9
A11,ACSA,16
A11,FAGR,12.8
A11,ABBA,13
A11,ABBA,10.7
A11,ACSA,20.8
A11,ACSA,13.1
A11,ACSA,33.1
A11,ACSA,19.7
A11,ACSA,13.8
A11,ACSA,12.5
A11,ACSA,17.5
A11,ACSA,19
A11,ACSA,24.7
A11,ACSA,31.9
A11,ACSA,20.5
A11,ACSA,17
A11,ACSA,13.9
A11,ACSA,18.8
A11,ACSA,23.5
A11,ACSA,21.3
A11,ACSA,15.2
A11,ACSA,37.8
A11,ACSA,16
A11,ACSA,16.3
A11,ACSA,20.7
A11,ACSA,17.2
A11,ACSA,19
A11,ACSA,34.1
A11,ACSA,39.6
A11,ACSA,17
B00,PIST,29.2
B00,PIST,10
B00,THOC,10.4
B00,PIST,15.5
B00,PIST,16
B00,BEPA,13.4
B00,THOC,12.5
B00,THOC,19.6
B00,THOC,13.5
B00,PIST,36
B00,PIST,15.7
B00,THOC,11.4
B00,THOC,13.5
B00,THOC,14
B00,PIST,36.8
B00,BEPA,10.9
B00,PIST,58.8
B00,BEPA,19.2
B00,THOC,19.3
B00,PIST,40.5
B00,THOC,10.1
B00,ABBA,14.6
B00,POGR,19
B00,THOC,12.1
B00,PIST,25.3
B00,THOC,16.6
B00,PIST,22.5
B00,THOC,17.4
B00,THOC,20
B00,PIST,16.9
B00,THOC,15
B00,BEPA,10.9
B00,THOC,14.5
B00,BEPA,14.3
B00,THOC,16.9
B00,BEPA,10.2
B00,POGR,31.1
B00,THOC,13.4
B00,PIST,20.3
B00,THOC,11.7
B00,THOC,12.9
B00,PIST,31
B00,PIST,35.6
B00,THOC,15.4
B00,THOC,13.9
B01,ABBA,14.3
B01,BEPA,24.5
B01,BEPA,21.2
B01,THOC,26
B01,BEPA,22.5
B01,THOC,23.5
B01,BEPA,16.7
B01,BEPA,11.6
B01,THOC,14.7
B01,THOC,18.7
B01,THOC,21.2
B01,THOC,16.5
B01,THOC,17.6
B01,THOC,30.3
B01,BEPA,14
B01,THOC,27.2
B01,THOC,26.8
B01,BEPA,13.2
B01,THOC,20.2
B01,BEPA,21.1
B01,BEPA,26.6
B01,THOC,13.6
B01,THOC,21.2
B01,THOC,10.6
B01,ACRU,19.2
B01,THOC,12.7
B01,THOC,22
B01,ACRU,10.8
B01,ABBA,15.8
B01,ACRU,11.1
B01,THOC,12.3
B01,BEPA,22.9
B01,ACRU,18.4
B01,BEPA,18.3
B01,THOC,21.5
B01,THOC,16.1
B01,THOC,14.1
B01,THOC,22.9
B01,THOC,24.3
B01,THOC,15.5
B01,BEPA,20.6
B01,THOC,19.6
B02,ACSA,11.5
B02,BEPA,19.4
B02,ACRU,15.5
B02,ABBA,26
B02,THOC,11
B02,BEPA,14.2
B02,THOC,11
B02,ACRU,26
B02,ABBA,11.5
B02,ABBA,17.5
B02,ABBA,22.4
B02,BEPA,22
B02,THOC,25
B02,THOC,26
B02,BEPA,25
B02,THOC,29
B02,ACRU,15.6
B02,BEPA,29
B02,BEPA,25
B02,ACRU,17
B02,ACRU,10.1
B02,BEPA,15
B02,ABBA,14
B02,BEPA,29
B02,ACRU,21
B02,ACRU,33.5
B02,ACRU,38
B02,ACPE,11
B02,ACPE,12
B02,ACPE,11.7
B02,ACRU,22.5
B02,ACRU,13
B02,BEPA,15.8
B02,BEPA,23
B02,ACRU,16.9
B02,BEPA,23.5
B03,ACRU,14.6
B03,BEPA,20.9
B03,BEPA,25.2
B03,BEPA,17.5
B03,ACRU,15
B03,ACRU,15
B03,BEPA,18
B03,ACRU,12
B03,BEPA,71
B03,BEPA,21
B03,PIST,35.1
B03,BEPA,19
B03,BEPA,14
B03,ABBA,12
B03,ABBA,15.7
B03,ABBA,14.4
B03,ACRU,10.5
B03,PIST,31.5
B03,BEPA,15
B03,BEPA,14.8
B03,ABBA,16
B03,ABBA,16
B03,POGR,22.6
B03,POGR,28.5
B03,POGR,23.4
B03,BEPA,13
B03,POGR,23
B03,PIST,43.5
B03,BEPA,19.2
B03,ABBA,10
B03,BEPA,41
B03,ABBA,11.5
B03,POGR,21.5
B03,ABBA,10.8
B03,POGR,15
B03,POGR,14.6
B04,ACPE,12
B04,ACSA,21.5
B04,BEPA,14.6
B04,BEPA,27
B04,BEPA,32.5
B04,BEPA,26.2
B04,BEPA,31.4
B04,BEPA,29.9
B04,ACRU,25.2
B04,ACRU,19
B04,ACRU,15.2
B04,ACRU,15.3
B04,ACRU,22.2
B04,ACRU,10.4
B04,ACRU,10.5
B04,ACRU,22.5
B04,ACRU,23.2
B04,ACRU,16.6
B04,ACRU,18.4
B04,ACRU,19.9
B04,FAGR,10.1
B04,POGR,34.6
B04,POGR,39.1
B04,ACSA,21.6
B05,ACSA,61.1
B05,ACSA,51.9
B05,BEPA,27
B05,ACSA,15.7
B05,ACRU,10.3
B05,BEPA,29
B05,ACRU,10.1
B05,ACRU,14.2
B05,ACSA,12.7
B05,BEPA,18.6
B05,ACSA,14.4
B05,BEPA,29.3
B05,BEPA,17.9
B05,ACRU,17.6
B05,BEPA,16
B05,BEPA,15.7
B05,FAGR,10.4
B05,FAGR,23.1
B05,BEPA,21.3
B05,ACSA,18.1
B05,BEPA,71.7
B05,BEPA,16.4
B05,BEPA,26.6
B05,ACSA,16.5
B05,ACSA,10.6
B05,BEPA,49.8
B06,BEPA,20.5
B06,BEPA,22.2
B06,ACSA,12.5
B06,ACRU,18.1
B06,FAGR,12
B06,ACRU,17.2
B06,FAGR,15
B06,ACRU,21.4
B06,POTR,47
B06,OSVI,11.1
B06,BEPA,49.7
B06,ACRU,35.4
B06,ACSA,32.5
B06,ACRU,11.5
B06,BEPA,20
B06,BEAL,11.5
B07,ACSA,18.7
B07,ACSA,16.6
B07,ACSA,41
B07,ACSA,24.8
B07,ACSA,19.2
B07,ACRU,27.7
B07,ACSA,14.6
B07,ACSA,30.5
B07,ACRU,22.3
B07,ACRU,21.8
B07,ACSA,18.5
B07,ACSA,26
B07,ACSA,24.2
B07,ACSA,29.9
B07,ACSA,26
B07,ACSA,25.4
B07,ACSA,19.3
B07,ACSA,22.3
B07,ACSA,18.9
B07,ACSA,13.4
B07,ACSA,23.8
B08,ACSA,24.4
B08,ACSA,24.9
B08,ACSA,31
B08,ACSA,19.9
B08,ACSA,24.5
B08,ACSA,15.3
B08,ACSA,15.8
B08,ACSA,30.1
B08,ACSA,25.6
B08,ACSA,19.4
B08,ACSA,26.9
B08,ACSA,12.1
B08,ACSA,26.7
B08,ACSA,22.6
B08,ACSA,25.9
B08,ACSA,20.3
B08,ACSA,19.5
B08,ACSA,19.4
B08,ACSA,12.3
B08,ACSA,27.3
B08,ACSA,25.9
B08,ACSA,15.8
B08,ACSA,16.5
B08,ACSA,21.8
B08,ACSA,20.7
B08,ACSA,25.2
B08,ACSA,23.8
C01,THOC,12.1
C01,ACRU,13
C01,PIST,44.6
C01,PIST,46
C01,BEPA,13.4
C01,ABBA,19.2
C01,PIST,17.4
C01,THOC,16
C01,BEPA,14.1
C01,THOC,22.5
C01,THOC,12.4
C01,PIST,28
C01,BEPA,19.6
C01,BEPA,12
C01,BEPA,18
C01,PIST,34.6
C01,BEPA,21.9
C01,PIST,43.4
C01,BEPA,22.5
C01,ACRU,11.1
C01,THOC,28.3
C01,BEPA,15
C01,THOC,13.6
C01,THOC,17.1
C01,THOC,13.2
C01,THOC,10.5
C01,THOC,22.8
C01,ACRU,16.7
C01,THOC,13
C01,ABBA,13.3
C02,POGR,28.8
C02,POGR,23
C02,PIST,22.3
C02,PIST,10.3
C02,BEPA,20.3
C02,PIST,17.7
C02,PIST,14.7
C02,PIST,28.5
C02,PIST,23.5
C02,PIST,19.6
C02,BEPA,10.5
C02,PIST,34.5
C02,ABBA,11.8
C02,POGR,26.4
C02,ACRU,12.4
C02,ACRU,17.7
C02,ACRU,13.7
C02,PIST,23.7
C02,POGR,28.9
C02,ACRU,22.6
C02,POGR,28.1
C02,PIST,11.3
C02,POGR,30.7
C02,POGR,31
C02,PIST,42.1
C02,ABBA,12.3
C02,BEPA,10.5
C02,PIST,29.7
C02,POGR,30.6
C03,PIST,47.3
C03,PIST,53.4
C03,PIST,21.1
C03,ACRU,11.8
C03,BEPA,14.8
C03,ABBA,14.7
C03,PIST,23.5
C03,BEPA,18.9
C03,ABBA,14.6
C03,BEPA,21.7
C03,BEPA,15.2
C03,POGR,29.2
C03,ABBA,19.7
C03,BEPA,21.4
C03,BEPA,19.4
C03,ABBA,17.7
C03,PIST,39.2
C03,PIST,48.1
C03,ACRU,20.3
C03,ABBA,12.1
C03,PIST,35.4
C03,BEPA,17.4
C03,ABBA,18
C03,BEPA,16
C03,POGR,28.2
C03,BEPA,16.4
C03,BEPA,12
C03,PIST,41.5
C03,BEPA,10.5
C03,BEPA,10.4
C04,BEPA,18.7
C04,BEPA,19
C04,ACRU,11.5
C04,BEPA,15
C04,ACRU,11.8
C04,ACRU,19
C04,ACRU,24
C04,BEPA,27
C04,ACRU,16
C04,ACPE,10.5
C04,BEPA,12.5
C04,ACRU,12.9
C04,BEPA,24
C04,BEPA,17.5
C04,ACPE,10
C04,ACPE,10.2
C04,ACRU,15
C04,BEPA,28
C04,BEPA,20.8
C04,BEPA,30.5
C04,ACRU,12.8
C04,ABBA,12
C04,BEPA,26
C04,BEPA,21.5
C04,ACRU,22.9
C04,ACRU,11.5
C04,ACPE,10.2
C04,BEPA,25
C05bis,BEPA,18.8
C05bis,ACPE,15.4
C05bis,BEPA,27
C05bis,BEPA,17.3
C05bis,ACPE,14.1
C05bis,ACPE,11.5
C05bis,BEPA,18.5
C05bis,BEPA,27
C05bis,ACPE,15.8
C05bis,BEPA,15.1
C05bis,BEPA,13.9
C05bis,ACPE,11.5
C05bis,ACPE,10.5
C05bis,ACPE,11.5
C05bis,ACRU,11.5
C05bis,ACPE,11.5
C05bis,ACRU,11.3
C05bis,ACPE,10.2
C05bis,ACPE,10.5
C05bis,ACRU,10.8
C05bis,POGR,29.6
C05bis,BEPA,15.6
C05bis,ACSA,16
C05bis,BEPA,22.3
C05bis,ACRU,11.3
C05bis,BEPA,15.7
C05bis,BEPA,17.6
C05bis,ACRU,19
C05bis,BEPA,15
C05bis,BEPA,23.6
C05bis,BEPA,24
C05,POGR,14.2
C05,POGR,33
C05,ACRU,13.7
C05,ACRU,12.5
C05,ACSA,14.3
C05,POGR,31.9
C05,ACPE,10.9
C05,ACRU,11.1
C05,ACRU,20.3
C05,BEPA,11.3
C05,ACRU,10.5
C05,ACPE,11.5
C05,BEPA,21.3
C05,ACRU,12.6
C05,ACRU,17.3
C05,ACRU,14.4
C05,BEPA,21.9
C05,ACRU,10.1
C05,ACRU,18.6
C05,BEPA,17.4
C05,BEPA,16
C05,ACPE,13.3
C05,ACPE,17.8
C06,BEPA,16
C06,ACRU,13.7
C06,ACRU,10.5
C06,BEPA,25.3
C06,ACRU,13
C06,BEPA,11
C06,BEPA,14.7
C06,BEPA,10.2
C06,BEPA,10.9
C06,ACPE,10
C06,ACPE,12.4
C06,BEPA,10.5
C06,BEPA,18
C06,BEPA,16
C06,ACRU,10
C06,POGR,29.5
C06,PIGL,22
C06,BEPA,16
C06,ACRU,11.1
C06,POGR,27
C06,ABBA,20
C06,ACPE,10
C06,POGR,33
C06,ACRU,11.5
C06,BEPA,18
C06,BEPA,16
C06,POGR,25.8
C06,BEPA,18
C06,ACRU,13.5
C06,ACRU,14
C06,ACRU,18
C07,ACPE,23.5
C07,ACRU,25.8
C07,BEPA,23.8
C07,ACPE,13.5
C07,ACRU,11.5
C07,ACRU,19.2
C07,ACPE,12
C07,BEPA,25.1
C07,BEPA,35.3
C07,ACRU,13
C07,ACSA,28.4
C07,ACRU,12.5
C07,ACSA,20.7
C07,ACRU,11
C07,BEPA,24.4
C07,ACSA,12.1
C07,ACSA,16.2
C07,BEPA,27.7
C07,BEPA,22.5
C07,ACSA,30.6
C07,ACPE,14.2
C07,ACSA,30.8
C07,ACSA,13.4
C07,ACPE,14.5
C07,BEPA,21.3
C07,BEPA,29
C07,BEPA,34.5
C07,BEPA,27
C07,ACSA,11.5
C07,ACSA,14.2
C07,ACSA,17.2
C07,BEPA,26
C07,BEPA,25
C07,ACPE,12
C07,ACPE,12
C07,BEPA,22.9
C07,ACRU,13.5
C07,BEPA,19.8
C08,ACRU,27
C08,ACSA,24
C08,ACSA,30
C08,ACSA,18
C08,ACSA,23.5
C08,ACSA,27.1
C08,ACSA,23
C08,ACSA,10.3
C08,ACSA,24
C08,ACSA,32.6
C08,ACSA,36.7
C08,BEPA,11.2
C08,ACPE,10.3
C08,ACSA,18
C08,ACSA,23
C08,BEPA,10.3
C08,ACSA,18.5
C08,ACSA,26.2
C08,ACSA,26.3
C08,ACSA,29
C08,ACSA,18.6
C08,ACSA,20.5
C08,ACSA,20.2
C08,ACSA,19.2
C08,ACSA,28.7
C08,ACSA,26.7
C08,ACSA,32.9
C08,ACSA,22.6
C08,ACSA,13
C08,ACSA,14.2
C09,ACSA,17.8
C09,ACSA,33
C09,ACSA,25.5
C09,ACSA,28.3
C09,ACSA,29.4
C09,ACSA,19.8
C09,ACSA,19.1
C09,ACSA,12.7
C09,ACSA,24.5
C09,ACSA,17
C09,ACSA,16.7
C09,ACSA,11.4
C09,ACSA,19.4
C09,ACSA,22.8
C09,BEPA,28.5
C09,ACRU,12.9
C09,ACRU,29.5
C09,ACSA,17.2
C09,ACSA,22.4
C09,ACSA,10.9
C09,ACSA,13.3
C09,ACSA,27.3
C09,ACSA,32.3
C09,ACSA,16.2
C09,ACSA,31.5
C09,ACSA,13.7
C09,ACSA,21.6
C09,ACSA,25
C09,ACSA,24.5
C09,ACSA,16.1
C09,ACSA,11.6
C09,ACSA,13.6
C10,ACSA,31.8
C10,ACSA,22
C10,ACSA,16.7
C10,ACSA,10.8
C10,ACSA,12
C10,ACSA,14.6
C10,ACSA,22.1
C10,ACSA,24.9
C10,ACSA,13
C10,ACSA,13.7
C10,ACSA,11.5
C10,ACSA,12.8
C10,ACSA,31.5
C10,ACSA,15.6
C10,ACSA,21.4
C10,ACSA,13.2
C10,ACSA,25.6
C10,ACSA,23.3
C10,ACSA,39.5
C10,ACSA,22.9
C10,ACSA,33.5
C10,ACSA,27
C10,ACSA,11.6
C10,ACSA,25
C10,ABBA,16.7
C10,POGR,45.3
C10,BEPA,35.5
C10,BEPA,27
C10,BEPA,32.4
C10,FAGR,11.3
C10,FAGR,11.4
C10,ACSA,17
D01,ACRU,91
D01,BEPA,29.5
D01,BEPA,25
D01,BEPA,24
D01,THOC,27
D01,THOC,35.5
D01,THOC,34
D01,BEPA,21
D01,BEPA,19.7
D01,ACRU,17
D01,ACRU,16.1
D01,THOC,15.6
D01,ABBA,14.1
D01,THOC,12.5
D01,ABBA,15.8
D01,THOC,13.5
D01,ABBA,13.5
D01,THOC,19.1
D01,BEPA,16
D01,ABBA,12
D01,BEPA,25
D01,ACRU,10
D01,BEPA,13
D01,THOC,18.2
D01,ABBA,12
D01,BEPA,23.4
D01,BEPA,12.5
D01,THOC,21.5
D01,THOC,13.3
D01,ACRU,12.6
D01,THOC,14
D01,ACRU,12.1
D01,THOC,18
D01,THOC,16
D01,BEPA,20.5
D01,THOC,10
D01,BEPA,16
D01,BEPA,21
D01,BEPA,18.2
D01,THOC,17
D01,THOC,17.5
D01,THOC,18.3
D01,THOC,22.5
D01,THOC,24.6
D01,THOC,14.5
D01,THOC,13.5
D01,THOC,13.5
D01,THOC,17
D01,THOC,22
D01,THOC,10.2
D01,THOC,17
D01,THOC,16.8
D01,BEPA,21.2
D01,ABBA,24
D01,BEPA,21.5
D01,BEPA,15.9
D01,THOC,18.2
D01,THOC,21
D01,THOC,15.3
D01,ACRU,18.7
D01,THOC,14.2
D01,THOC,12.5
D01,THOC,12.8
D01,BEPA,95.5
D01,BEPA,20.2
D01,THOC,19.4
D01,THOC,24.8
D01,THOC,19.4
D01,THOC,27.8
D01,ACRU,27.8
D01,BEPA,17.2
D01,BEPA,13.3
D01,THOC,14.2
D02,PIST,10.8
D02,BEPA,12.4
D02,BEPA,24.9
D02,BEPA,11.1
D02,ACPE,13
D02,ACPE,30.2
D02,ACRU,10.6
D02,ACRU,10.9
D02,ACRU,11.9
D02,ACRU,13.5
D02,ACRU,10.5
D02,ACRU,10.9
D02,ACRU,10.9
D02,BEPA,22.5
D02,BEPA,15.7
D02,ACPE,15.3
D02,POGR,37.5
D02,POGR,32
D02,POGR,32.3
D02,POGR,39.5
D02,THOC,12.8
D02,POGR,29.4
D02,POGR,29.8
D02,BEPA,14.9
D02,PIST,51.5
D02,ABBA,13.4
D02,ABBA,19
D02,POGR,37.1
D02,ACPE,10.1
D02,POGR,38.8
D02,POGR,46.1
D02,THOC,10.1
D02,ABBA,16.7
D02,BEPA,19.8
D03,ABBA,13.6
D03,BEPA,13.8
D03,POTR,34
D03,BEPA,19
D03,ABBA,21.1
D03,ACRU,22.1
D03,ACSA,21.3
D03,BEPA,20.1
D03,ABBA,11.1
D03,BEPA,14.5
D03,ACPE,10.3
D03,ABBA,12.5
D03,ACRU,13.5
D03,BEPA,17.5
D03,BEPA,21
D03,BEPA,54.6
D03,ACRU,55
D03,PIST,28.3
D03,ACRU,15.7
D03,ACRU,10.5
D03,ACRU,11.2
D03,BEPA,22.4
D03,ACRU,13
D03,ABBA,10.9
D03,ABBA,14.6
D03,ACPE,10.6
D03,ABBA,10.2
D03,ABBA,14.8
D03,BEPA,36
D03,BEPA,76.4
D03,ACPE,19
D04,ACRU,15.1
D04,ABBA,11.1
D04,ACRU,12
D04,BEPA,12.8
D04,ACRU,15
D04,FAGR,10.1
D04,BEPA,16.1
D04,ABBA,25.4
D04,ABBA,17.5
D04,ACRU,11.7
D04,ACRU,16.2
D04,ACRU,11.6
D04,BEPA,16.5
D04,PIST,45.5
D04,POGR,28
D04,ABBA,11.2
D04,BEPA,27.7
D04,POGR,13.5
D04,BEPA,20.5
D04,ACRU,11
D04,BEPA,13.8
D04,ACRU,12
D04,BEPA,16.6
D04,BEPA,23.5
D04,ACRU,13
D04,POTR,29
D04,ACRU,11.5
D04,POTR,13
D04,ACRU,18.3
D04,ACPE,14.2
D04,ACRU,11.8
D04,ACRU,17.5
D05,POGR,45.8
D05,ACPE,12.5
D05,ACPE,14.5
D05,BEPA,12.8
D05,BEPA,19.8
D05,BEPA,18.5
D05,BEPA,20.5
D05,BEPA,11
D05,ACPE,11.7
D05,ACRU,10.5
D05,ACRU,13
D05,BEPA,14
D05,BEPA,15
D05,BEPA,15
D05,ACRU,19
D05,ACPE,12
D05,PISP,13
D05,ACPE,10.5
D05,BEPA,13.5
D05,POGR,31
D05,POGR,25
D05,ACRU,12
D05,BEPA,19.5
D05,BEPA,15
D05,ABBA,10.5
D05,BEPA,19.2
D05,BEPA,30.4
D05,ACSA,12
D05,ACSA,15.5
D05,BEPA,12
D05,ACRU,11.6
D05,BEPA,18
D05,BEPA,22.5
D05,BEPA,14.5
D05,BEPA,19
D05,ACPE,11.5
D05,ACPE,10.1
D05,BEPA,14
D05,BEPA,14
D05,POGR,31.5
D05,POGR,32.3
D06,BEPA,16.7
D06,ACRU,16.7
D06,POGR,29.5
D06,ABBA,14.7
D06,POGR,37
D06,ABBA,14.6
D06,BEPA,15.1
D06,ACRU,14.2
D06,ACRU,10.4
D06,ACSA,17
D06,ACRU,10.9
D06,ACSA,15.5
D06,ACSA,13.5
D06,BEPA,14
D06,POGR,33.5
D06,BEPA,18.9
D06,ACRU,10.7
D06,POGR,41.3
D06,BEPA,15.1
D06,BEPA,22
D06,BEPA,15.2
D06,POGR,32.5
D06,POGR,28.5
D06,ACRU,12.6
D06,BEPA,12.4
D06,ACRU,14.6
D06,BEPA,18.5
D06,POGR,35.9
D06,BEPA,16.7
D06,POGR,32.4
D06,POGR,30.1
D06,BEPA,22.5
D06,ACRU,11.7
D06,POGR,39
D06,ACSA,20
D06,ACSA,12.8
D06,ACSA,26.6
D06,ACSA,11.3
D07,ACSA,29.1
D07,ACSA,14
D07,ACSA,29.5
D07,ACSA,32
D07,FAGR,14
D07,FAGR,16.8
D07,ACSA,13.5
D07,ACSA,14.1
D07,ACSA,16.5
D07,ACSA,12.5
D07,ACSA,32
D07,ACRU,15.5
D07,BEPA,29
D07,BEPA,11
D07,BEAL,12.6
D07,ACSA,23.5
D07,ACPE,11.5
D07,BEPA,26
D07,ACSA,37.7
D07,ACSA,33
D07,ACSA,16
D07,ACSA,31.1
D07,ACRU,14.5
D07,ACRU,18.5
D07,ACRU,18.8
D07,BEPA,37.2
D07,BEPA,26
D07,ACPE,15
D07,ACPE,18.6
D07,FAGR,54.5
D07,BEPA,11
D07,BEPA,31.2
D08,ACSA,20.2
D08,ACSA,37.2
D08,ACSA,23.7
D08,ACSA,24.4
D08,ACSA,20
D08,ACSA,20.4
D08,ACSA,13.5
D08,ACSA,23
D08,ACSA,14
D08,ACSA,24
D08,ACSA,22.5
D08,ACSA,18.9
D08,ACSA,29.4
D08,ACSA,53.8
D08,ACSA,13.1
D08,ACSA,10.5
D08,ACSA,26.3
D08,ACSA,33.8
D08,FAGR,17.5
D08,BEPA,34.5
D08,BEPA,39.5
D08,BEPA,28.9
D08,BEPA,25
